# One row per (organisation, gene) from the organisation sources, deduplicated on normalised website host.
# status=candidate throughout: nothing here has been reviewed, and curated/organizations.csv is untouched.
org_name,symbol,hgnc_id,url,country,org_type,registry_platform,coalitions,source_files,status
Cure GABA-A,GABRB3,HGNC:4083,,,,,,sources/ren_members/ren_members.csv,candidate
Cure GABA-A,GABRG2,HGNC:4087,,,,,,sources/ren_members/ren_members.csv,candidate
Cure GABA-A Variants,GABRA1,HGNC:4075,https://curegabaa.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure GABA-A Variants,GABRB3,HGNC:4083,https://curegabaa.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure GABA-A Variants,GABRG2,HGNC:4087,https://curegabaa.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure GABRB2,GABRB2,HGNC:4082,,,,,,sources/ren_members/ren_members.csv,candidate
Cure GABRB2,GABRB2,HGNC:4082,https://www.curegabrb2.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure GM1 Foundation,GM1,,,,,,,fda_pfdd.csv,candidate
Cure GM1 Foundation,GM1,,https://curegm1.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Cure KCNH1,KCNH1,HGNC:6250,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure KCNH1 Foundation,KCNH1,HGNC:6250,,,,,,sources/ren_members/ren_members.csv,candidate
Cure Mito,SURF1,HGNC:11474,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure RHOBTB2,RHOBTB2,HGNC:18756,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure SPG50 Foundation,AP4B1,HGNC:572,https://www.curespg50.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cure SPG50 Foundation,AP4M1,HGNC:574,https://www.curespg50.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureAP4,AP4M1,HGNC:574,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureAP4 Foundation,AP4B1,HGNC:572,https://www.cureap4.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureARS,AARS1,HGNC:20,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,CARS1,HGNC:1493,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,DARS1,HGNC:2678,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,EARS2,HGNC:29419,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureARS,FARS2,HGNC:21062,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureARS,GARS1,,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,HARS1,HGNC:4816,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,IARS1,HGNC:5330,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,KARS1,HGNC:6215,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,LARS1,HGNC:6512,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,MARS1,HGNC:6898,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,NARS1,HGNC:7643,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,QARS1,HGNC:9751,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,RARS1,HGNC:9870,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,RARS2,HGNC:21406,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureARS,SARS1,HGNC:10537,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,VARS1,HGNC:12651,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,WARS1,HGNC:12729,,,,,,sources/ren_members/ren_members.csv,candidate
CureARS,YARS1,HGNC:12840,,,,,,sources/ren_members/ren_members.csv,candidate
CureDRPLA,ATN1,HGNC:3033,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv;sources/ren_members/ren_members.csv,candidate
CureGRIN,GRIA1,HGNC:4571,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIA2,HGNC:4572,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIA3,HGNC:4573,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIA4,HGNC:4574,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIK2,HGNC:4580,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIN1,HGNC:4584,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIN2A,HGNC:4585,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIN2B,HGNC:4586,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN,GRIN2D,HGNC:4588,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN Foundation,GRIN1,HGNC:4584,https://www.curegrin.org,US,foundation,,REN,rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN Foundation,GRIN2A,HGNC:4585,https://www.curegrin.org,US,foundation,,REN,rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureGRIN Foundation,GRIN2D,HGNC:4588,https://www.curegrin.org,US,foundation,,REN,rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIA1,HGNC:4571,,,,,,sources/ren_members/ren_members.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIA2,HGNC:4572,,,,,,sources/ren_members/ren_members.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIA3,HGNC:4573,,,,,,sources/ren_members/ren_members.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIK2,HGNC:4580,,,,,,sources/ren_members/ren_members.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIN1,HGNC:4584,,,,,,sources/ren_members/ren_members.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIN2A,HGNC:4585,,,,,,sources/ren_members/ren_members.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIN2B,HGNC:4586,,,,,,sources/ren_members/ren_members.csv,candidate
"CureGRIN Foundation (GRIA, GRID, GRIK & GRIN genes including Grin1, Grin2A, Grin2B & Grin2D)",GRIN2D,HGNC:4588,,,,,,sources/ren_members/ren_members.csv,candidate
CureNFwithJack,NF1,HGNC:7765,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureNURR1,NR4A2,HGNC:7981,https://www.curenurr1.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
CureNURR1 (NR4A2-related disorder),NR4A2,HGNC:7981,,,,,,sources/ren_members/ren_members.csv,candidate
CureSHANK,SHANK1,HGNC:15474,https://www.cureshank.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
CureSHANK,SHANK2,HGNC:14295,https://www.cureshank.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
CureSHANK,SHANK3,HGNC:14294,,,,,,fda_pfdd.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv;sources/ren_members/ren_members.csv,candidate
CureSHANK,SHANK3,HGNC:14294,https://www.cureshank.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
CureTBCK,TBCK,HGNC:28261,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Cute Syndrome Foundation,SCN8A,HGNC:10596,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DADA2 Foundation,DADA2,,https://dada2.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
DAND Alliance,DEAF1,HGNC:14677,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DAND registry (Citizen Health),DAND,,https://www.citizen.health/ai-advocate/dand-alliance,,,,,citizen_registry.csv,candidate
DDX3X Foundation,DDX3X,HGNC:2745,https://ddx3x.org/,United States of America,foundation,,,everycure_rdnp.csv;rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DEAF1 family network,DEAF1,HGNC:14677,https://www.rorybelle.org,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DESSH Foundation,WAC,HGNC:17327,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DLG4 Foundation,DLG4,HGNC:2903,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DLG4 SHINE Foundation,DLG4,HGNC:2903,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DLG4 SHINE Foundation (formerly SHINE Syndrome Foundation),DLG4,HGNC:2903,,,,,,sources/ren_members/ren_members.csv,candidate
DLG4 registry (Citizen Health),DLG4,HGNC:2903,https://www.citizen.health/ai-advocate/shine-syndrome,,,,,citizen_registry.csv,candidate
DLG4-related synaptopathy,DLG4,HGNC:2903,,,,,,fda_pfdd.csv,candidate
DNM1 Epilepsy,DNM1,HGNC:2972,,,,,,sources/ren_members/ren_members.csv,candidate
DNM1 Epilepsy Project,DNM1,HGNC:2972,https://dnm1epilepsy.org,,foundation,Citizen,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DNM1 dynamos - Connecting DNM1 Families,DNM1,HGNC:2972,https://www.facebook.com/groups/1065172710162616/,US,family group,,REN,rela_2019.csv,candidate
DNM1-related epilepsy registry (Citizen Health),DNM1,HGNC:2972,https://www.citizen.health/ai-advocate/dnm1-epilepsy,,,,,citizen_registry.csv,candidate
DYNC1H1 Association,DYNC1H1,HGNC:2961,,,,,,sources/ren_members/ren_members.csv,candidate
DYNC1H1 Association,DYNC1H1,HGNC:2961,https://www.dync1h1.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DYNC1H1 Gene Mutation Family Support Group,DYNC1H1,HGNC:2961,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DYNC1H1 registry (Citizen Health),DYNC1H1,HGNC:2961,https://www.citizen.health/ai-advocate/dync1h1-association,,,,,citizen_registry.csv,candidate
DYRK1A Syndrome US,DYRK1A,HGNC:3091,http://www.dyrk1a.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
DYRK1A Syndrome US & International Association,DYRK1A,HGNC:3091,,,,,,sources/ren_members/ren_members.csv,candidate
DeSanto-Shinawi Society,WAC,HGNC:17327,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Don't Forget Me Foundation,WDR45,HGNC:28912,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Don't Forget Me Foundation (US),WDR45,HGNC:28912,https://dontforgetmefoundation.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Dravet Foundation,SCN1A,HGNC:10585,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Dravet Syndrome European Federation,SCN1A,HGNC:10585,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Dravet Syndrome Foundation,SCN1A,HGNC:10585,http://dravetfoundation.org,,,,,registries_2020.csv;rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Dravet Syndrome Foundation (SCN1A),SCN1A,HGNC:10585,,,,,,sources/ren_members/ren_members.csv,candidate
Dravet Syndrome Foundation Spain (Fundacion Sindrome de Dravet),SCN1A,HGNC:10585,,,,,,sources/ren_members/ren_members.csv,candidate
Dravet Syndrome Foundation covers some overlap,SCN1B,HGNC:10586,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Dravet Syndrome UK,SCN1A,HGNC:10585,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Dravet Syndrome registry (Citizen Health),SCN1A,HGNC:10585,https://www.citizen.health/ai-advocate/dravet-syndrome,,,,,citizen_registry.csv,candidate
Dravet.org.au,SCN1A,HGNC:10585,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Dup15q Alliance,UBE3A,HGNC:12496,,,,,,sources/ren_members/ren_members.csv,candidate
EBF3 HADDS Foundation,EBF3,HGNC:19087,https://www.hadds.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
EEF1A2 family network,EEF1A2,HGNC:3192,,,family group,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
EIF3F Research Foundation,EIF3F,HGNC:3275,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
EllysTeam,IRF2BPL,HGNC:14282,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Epilepsy Foundation,CHRNA4,HGNC:1958,https://www.facebook.com/groups/265440120739437,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
European STXBP1 Association,STXBP1,HGNC:11444,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Extra-Vaillants MYT1L,MYT1L,HGNC:7623,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
FAM177A1 Collaborative Research Network,FAM177A1,HGNC:19829,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
FAM177A1 Research Fund,FAM177A1,HGNC:19829,,,,,,sources/ren_members/ren_members.csv,candidate
FAM177A1 Research Fund,FAM177A1,HGNC:19829,https://www.fam177a1.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
FAM177A1 registry (Citizen Health),FAM177A1,HGNC:19829,https://www.citizen.health/ai-advocate/fam177a1,,,,,citizen_registry.csv,candidate
FBXL4 parent community group,FBXL4,HGNC:13601,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
FBXO28 Research Foundation,FBXO28,HGNC:29046,,,,,,sources/ren_members/ren_members.csv,candidate
FOXG1 Research Foundation,FOXG1,HGNC:3811,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv;sources/ren_members/ren_members.csv,candidate
FOXG1 Research Foundation (FRF),FOXG1,HGNC:3811,https://www.foxg1research.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
FOXG1 registry (Citizen Health),FOXG1,HGNC:3811,https://www.citizen.health/ai-advocate/foxg1,,,,,citizen_registry.csv,candidate
FOXP1 Foundation Facebook Group,FOXP1,HGNC:3823,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
FOXP1 Syndrome registry (Citizen Health),FOXP1,HGNC:3823,https://www.citizen.health/ai-advocate/foxp1,,,,,citizen_registry.csv,candidate
Famiglie GNAO1,GNAO1,HGNC:4389,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
FamilieSCN2A Foundation,SCN2A,HGNC:10588,,,,,,sources/ren_members/ren_members.csv,candidate
FamilieSCN2A Foundation,SCN2A,HGNC:10588,https://www.scn2a.org/,United States of America,foundation,,,everycure_rdnp.csv;rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Families of DAND (DEAF1 and Related Neurodevelopmental Disorders),DEAF1,HGNC:14677,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Finding Hope for FRRS1L,FRRS1L,HGNC:1362,,,,,,sources/ren_members/ren_members.csv,candidate
Finding Hope for FRRS1L,FRRS1L,HGNC:1362,https://www.frrs1l.org,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
ForeBatten Foundation,CLN3,HGNC:2074,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Foundation for ARID1B Research,ARID1B,HGNC:18040,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Foundation for Angelman Syndrome Therapeutics,UBE3A,HGNC:12496,http://cureangelman.org/,,,,,registries_2020.csv,candidate
Foundation for Angelman Syndrome Therapeutics,UBE3A,HGNC:12496,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Foundation for Angelman Syndrome Therapeutics (FAST),UBE3A,HGNC:12496,,,,,,sources/ren_members/ren_members.csv,candidate
Foundation for Angelman Syndrome Therapeutics (FAST) and the Angelman Syndrome Foundation (ASF),UBE3A,HGNC:12496,,,,,,fda_pfdd.csv,candidate
Foundation for USP7 Related Diseases (Hao-Fountain Syndrome),USP7,HGNC:12630,,,,,,sources/ren_members/ren_members.csv,candidate
Foundation to Fight H-abc,TUBB4A,HGNC:20774,https://www.h-abc.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Fundacion Libellas (Gene NALCN and UNC80),NALCN,HGNC:19082,,,,,,sources/ren_members/ren_members.csv,candidate
Fundacion Libellas (Gene NALCN and UNC80),UNC80,HGNC:26582,,,,,,sources/ren_members/ren_members.csv,candidate
Fundacion Niemann-Pick,NPC1,HGNC:7897,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Fundación Internacional FOXP1,FOXP1,HGNC:3823,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Fundación TBCK,TBCK,HGNC:28261,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GABA-A Alliance,GABRA1,HGNC:4075,,,,,,sources/ren_members/ren_members.csv,candidate
GABA-A Alliance,GABRB2,HGNC:4082,,,,,,sources/ren_members/ren_members.csv,candidate
GABA-A Alliance,GABRB3,HGNC:4083,,,,,,sources/ren_members/ren_members.csv,candidate
GABA-A Alliance,GABRG2,HGNC:4087,,,,,,sources/ren_members/ren_members.csv,candidate
GABA-A registry (Citizen Health),GABA,,https://www.citizen.health/ai-advocate/gaba-a,,,,,citizen_registry.csv,candidate
GABRA1 Village,GABRA1,HGNC:4075,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GABRA1 registry (Citizen Health),GABRA1,HGNC:4075,https://www.citizen.health/ai-advocate/gabra1,,,,,citizen_registry.csv,candidate
GABRB3 Life Changes,GABRB3,HGNC:4083,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GLUT1 registry (Citizen Health),GLUT1,,https://www.citizen.health/ai-advocate/g1df,,,,,citizen_registry.csv,candidate
GNB1 Advocacy Group,GNB1,HGNC:4396,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv;sources/ren_members/ren_members.csv,candidate
GNB1 Advocacy Group / GNB1 family network,GNB1,HGNC:4396,https://www.gnb1advocacy.org/,,family group,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GNB1 Foundation,GNB1,HGNC:4396,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GNB1 Gene Disorder,GNB1,HGNC:4396,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GPI-Anchor Disorder Alliance,PIGA,HGNC:8957,https://gpiad.org/,,foundation,NIH RDCRN,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GPI-Anchor Disorder Alliance,PIGN,HGNC:8967,https://gpiad.org/,,foundation,NIH RDCRN,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRI Center of Excellence,GRIN2A,HGNC:4585,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRI France,GRIA1,HGNC:4571,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRI France,GRIA2,HGNC:4572,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRI France,GRIA3,HGNC:4573,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRI France,GRIK2,HGNC:4580,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRI France,GRIN2B,HGNC:4586,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRIA1 Facebook Group,GRIA1,HGNC:4571,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRIA3 Facebook Group,GRIA3,HGNC:4573,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRIN Europe,GRIN2B,HGNC:4586,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRIN1 Parent Support Group,GRIN1,HGNC:4584,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GRIN2B Foundation,GRIN2B,HGNC:4586,https://curegrin.org/,United States of America,foundation,,,everycure_rdnp.csv;rela_2019.csv,candidate
GRIN2B Foundation,GRIN2B,HGNC:4586,https://www.grin2b.com,US,foundation,,REN,rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Gene Giraffe Project,GM1,,http://www.genegiraffe.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Genetic Epilepsy Team Australia/SCN2A Aust/NZ/Asia,SCN2A,HGNC:10588,,,,,,sources/ren_members/ren_members.csv,candidate
Glut1 Deficiency Foundation,SLC2A1,HGNC:11005,https://www.g1dfoundation.org,US,foundation,,REN,rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Glut1 Deficiency Foundation (SLC2A1),SLC2A1,HGNC:11005,,,,,,sources/ren_members/ren_members.csv,candidate
Glut1Deficiency UK* (SLC2A1),SLC2A1,HGNC:11005,,,,,,sources/ren_members/ren_members.csv,candidate
Gould Syndrome Foundation (COL4A1/A2),COL4A1,HGNC:2202,,,,,,sources/ren_members/ren_members.csv,candidate
Gould Syndrome Foundation (COL4A1/A2),COL4A2,HGNC:2203,,,,,,sources/ren_members/ren_members.csv,candidate
Gould Syndrome Foundation (COL4a1/COL4A2),COL4A2,HGNC:2203,https://gouldsyndromefoundation.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
GrandPOPS,PURA,HGNC:9701,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Grin2b Foundation,GRIN2B,HGNC:4586,,,,,,sources/ren_members/ren_members.csv,candidate
HNRNP Family Foundation,HNRNPC,HGNC:5035,,,,,,sources/ren_members/ren_members.csv,candidate
HNRNP Family Foundation,HNRNPD,HGNC:5036,,,,,,sources/ren_members/ren_members.csv,candidate
HNRNP Family Foundation,HNRNPH2,HGNC:5042,,,,,,sources/ren_members/ren_members.csv,candidate
HNRNP Family Foundation,HNRNPH2,HGNC:5042,https://www.hnrnp.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HNRNP Family Foundation,HNRNPK,HGNC:5044,,,,,,sources/ren_members/ren_members.csv,candidate
HNRNP Family Foundation,HNRNPK,HGNC:5044,https://www.hnrnp.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HNRNP Family Foundation,HNRNPR,HGNC:5047,,,,,,sources/ren_members/ren_members.csv,candidate
HNRNP Family Foundation,HNRNPR,HGNC:5047,https://www.hnrnp.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HNRNP Family Foundation,HNRNPU,HGNC:5048,,,,,,sources/ren_members/ren_members.csv,candidate
HNRNP-Related Parent Connect,HNRNPK,HGNC:5044,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HNRNP-Related Parent Connect,HNRNPR,HGNC:5047,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HNRNP-Related Parent Connect,HNRNPU,HGNC:5048,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HNRNPH2 registry (Citizen Health),HNRNPH2,HGNC:5042,https://www.citizen.health/ai-advocate/to-cure-a-rose-foundation,,,,,citizen_registry.csv,candidate
HNRNPU Foundation,HNRNPU,HGNC:5048,https://www.hnrnp.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HNRNPU Parent Connect,HNRNPU,HGNC:5048,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
HSAN1E Society,HSAN1E,,https://hsan1esociety.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
"Helping Hands for GAND, Inc.",GATAD2B,HGNC:30778,https://www.gatad2b.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Hereditary Disease Foundation overlap,VPS13A,HGNC:1908,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Hope for HIVEP2,HIVEP2,HGNC:4921,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Hope4Harper,CDKL5,HGNC:11411,https://www.hope4harper.com,US,foundation,,REN,rela_2019.csv,candidate
Hope4tylerandluke - Med 23 gene defect,MED23,HGNC:2372,http://www.hope4tylerandluke.com/,United States of America,foundation,,,everycure_rdnp.csv,candidate
ICE Epilepsy Alliance,SCN1A,HGNC:10585,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
IDefine,EHMT1,HGNC:24650,https://www.idefine.org/,,foundation,Citizen,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
IDefine-The Kleefstra Syndrome Foundation,EHMT1,HGNC:24650,,,,,,sources/ren_members/ren_members.csv,candidate
INADcure Foundation,PLA2G6,HGNC:9039,https://www.inadcure.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
IQSEC2 family network,IQSEC2,HGNC:29059,https://iqsec2.org/ (verify),,family group,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
IRF2BPL Foundation,IRF2BPL,HGNC:14282,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
IRF2BPL Foundation - IRF2BPL Disorder,IRF2BPL,HGNC:14282,https://irf2bpl.zohosites.com/,United States of America,foundation,,,everycure_rdnp.csv,candidate
IWSA,PAX6,HGNC:8620,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
ImpulsaT,LAMA2,HGNC:6482,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
International FOXG1 Foundation,FOXG1,HGNC:3811,https://foxg1.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
International FOXG1 Foundation,FOXG1,HGNC:3811,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
International FOXP1 Foundation,FOXP1,HGNC:3823,https://www.foxp1.org/,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
