# One row per (organisation, gene) from the organisation sources, deduplicated on normalised website host.
# status=candidate throughout: nothing here has been reviewed, and curated/organizations.csv is untouched.
org_name,symbol,hgnc_id,url,country,org_type,registry_platform,coalitions,source_files,status
International Foundation for CDKL5 Research,CDKL5,HGNC:11411,https://www.cdkl5.com/,United States of America,foundation,,,everycure_rdnp.csv;rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
International Foundation for CDKL5 Research,CDKL5,HGNC:11411,,,,,,sources/ren_members/ren_members.csv,candidate
International Mito Patients,POLG,HGNC:9179,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
International PDE Consortium,ALDH7A1,HGNC:877,https://pdeonline.org/,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
International Rett Syndrome Foundation,MECP2,HGNC:6990,https://www.rettsyndrome.org/,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
International SCN8A Alliance,SCN8A,HGNC:10596,,,,,,sources/ren_members/ren_members.csv,candidate
International Society for Mannosidosis & Related Diseases,FUCA1,HGNC:4006,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
International Society for Mannosidosis & Related Diseases,MANBA,HGNC:6831,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Jain Foundation - Limb Girdle Muscular Dystrophy type 2B/R2/Mioyshi Myopathy/Dysferlinopathy,LGMD2B,,https://www.jain-foundation.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Jain Foundation - Limb Girdle Muscular Dystrophy type 2B/R2/Mioyshi Myopathy/Dysferlinopathy,LGMDR2,,https://www.jain-foundation.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Jain Foundation - Limb Girdle Muscular Dystrophy type 2B/R2/Mioyshi Myopathy/Dysferlinopathy,MM1,,https://www.jain-foundation.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
"Jordan's Guardian Angels (Jordan's Syndrome - PPP2R5D, PPP2R1A, PPP2R5C)",PPP2R1A,HGNC:9302,,,,,,sources/ren_members/ren_members.csv,candidate
"Jordan's Guardian Angels (Jordan's Syndrome - PPP2R5D, PPP2R1A, PPP2R5C)",PPP2R5C,HGNC:9311,,,,,,sources/ren_members/ren_members.csv,candidate
"Jordan's Guardian Angels (Jordan's Syndrome - PPP2R5D, PPP2R1A, PPP2R5C)",PPP2R5D,HGNC:9312,,,,,,sources/ren_members/ren_members.csv,candidate
"Jordan's Guardian Angels - Jordan's Syndrome; Genetic misspelling of the genes PPP2R5D, PPP2R1A, PPP2R5C",PPP2R1A,HGNC:9302,https://jordansguardianangels.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
"Jordan's Guardian Angels - Jordan's Syndrome; Genetic misspelling of the genes PPP2R5D, PPP2R1A, PPP2R5C",PPP2R5C,HGNC:9311,https://jordansguardianangels.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
"Jordan's Guardian Angels - Jordan's Syndrome; Genetic misspelling of the genes PPP2R5D, PPP2R1A, PPP2R5C",PPP2R5D,HGNC:9312,https://jordansguardianangels.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Juvenile onset forms of GM1 gangliosidosis and GM2 gangliosidoses (Tay-Sachs and Sandhoff),GM1,,,,,,,fda_pfdd.csv,candidate
Juvenile onset forms of GM1 gangliosidosis and GM2 gangliosidoses (Tay-Sachs and Sandhoff),GM2,,,,,,,fda_pfdd.csv,candidate
KARES Foundation,KDM5C,HGNC:11114,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KARES Foundation  (KDM5C),KDM5C,HGNC:11114,,,,,,sources/ren_members/ren_members.csv,candidate
KAT6 Foundation,KAT6A,HGNC:13013,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KAT6A Foundation,KAT6A,HGNC:13013,https://kat6a.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
KCNA2 Epilepsy Global Alliance,KCNA2,HGNC:6220,,,,,,sources/ren_members/ren_members.csv,candidate
KCNA2 Epilepsy Global Alliance,KCNA2,HGNC:6220,https://www.kcna2epilepsy.org,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNA2 Parent Connection,KCNA2,HGNC:6220,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNB1 Foundation,KCNB1,HGNC:6231,https://kcnb1.org/,,foundation,Citizen,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNC1 Foundation,KCNC1,HGNC:6233,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNH1 registry (Citizen Health),KCNH1,HGNC:6250,https://www.citizen.health/ai-advocate/kcnh1,,,,,citizen_registry.csv,candidate
KCNMA1 Channelopathy International Advocacy Foundation,KCNMA1,HGNC:6284,https://kcnma1.org/,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNQ2 Cure,KCNQ2,HGNC:6296,https://www.kcnq2cure.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNQ2 Cure Alliance,KCNQ2,HGNC:6296,,,,,,sources/ren_members/ren_members.csv,candidate
KCNQ2 Cure Alliance,KCNQ3,HGNC:6297,https://www.kcnq2cure.org/,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNQ2 e.V.,KCNQ2,HGNC:6296,,,,,,sources/ren_members/ren_members.csv,candidate
KCNQ2 registry (Citizen Health),KCNQ2,HGNC:6296,https://www.citizen.health/ai-advocate/kcnq2,,,,,citizen_registry.csv,candidate
KCNQ3 Parent / Caregiver Support and Discussion Group,KCNQ3,HGNC:6297,,,,,,sources/ren_members/ren_members.csv,candidate
KCNT1 Epilepsy Foundation,KCNT1,HGNC:18865,,,,,,sources/ren_members/ren_members.csv,candidate
KCNT1 Epilepsy Foundation,KCNT1,HGNC:18865,https://kcnt1epilepsy.org/,,foundation,NORD IAMRARE,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KCNT1 Epilepsy registry (Citizen Health),KCNT1,HGNC:18865,https://www.citizen.health/ai-advocate/kcnt1,,,,,citizen_registry.csv,candidate
KCNT1-Related Epilepsy,KCNT1,HGNC:18865,,,,,,fda_pfdd.csv,candidate
KDVS Foundation,KANSL1,HGNC:24565,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KIF1A,KIF1A,HGNC:888,,,,,,sources/ren_members/ren_members.csv,candidate
KIF1A.ORG,KIF1A,HGNC:888,https://www.kif1a.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KIF4A Foundation - KIF4A Associated Neurodevelopmental Syndrome (KANS),KIF4A,HGNC:13339,https://kif4a.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
KMT2C Foundation,KMT2C,HGNC:13726,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KMT2C registry (Citizen Health),KMT2C,HGNC:13726,https://www.citizen.health/ai-advocate/kmt2c,,,,,citizen_registry.csv,candidate
KMT2E Foundation O’Donnell-Luria-Rodan Syndrome,KMT2E,HGNC:18541,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
KMT2E registry (Citizen Health),KMT2E,HGNC:18541,https://www.citizen.health/ai-advocate/kmt2e-foundation,,,,,citizen_registry.csv,candidate
KPTN Alliance,KPTN,HGNC:6404,,,,,,sources/ren_members/ren_members.csv,candidate
KPTN Alliance,KPTN,HGNC:6404,https://kptnalliance.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Kabuki Syndrome Foundation,KMT2D,HGNC:7133,https://kabukisyndrome.com/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Kabuki UK,KMT2D,HGNC:7133,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Kleefstra Syndrome International,EHMT1,HGNC:24650,https://kleefstrasyndrome.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Kleefstra Syndrome UK,EHMT1,HGNC:24650,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Kohlschütter-Tönz Syndrome Foundation,ROGDI,HGNC:29478,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Koolen-de Vries Syndrome Foundation,KANSL1,HGNC:24565,,,,,,sources/ren_members/ren_members.csv,candidate
LAMA2 France,LAMA2,HGNC:6482,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
LGMD2L registry (Citizen Health),LGMD2L,,https://www.citizen.health/ai-advocate/lgmd2l,,,,,citizen_registry.csv,candidate
LGS registry (Citizen Health),LGS,,https://www.citizen.health/ai-advocate/lgs,,,,,citizen_registry.csv,candidate
LMNA registry (Citizen Health),LMNA,HGNC:6636,https://www.citizen.health/ai-advocate/lmna,,,,,citizen_registry.csv,candidate
Late Onset GM2 gangliosidoses (Tay-Sachs and Sandhoff Diseases),GM2,,,,,,,fda_pfdd.csv,candidate
Lightning and Love Foundation - Advocacy and research into THAP12 mutation related disease,THAP12,HGNC:9440,http://www.lightningandlove.org,United States of America,foundation,,,everycure_rdnp.csv,candidate
Lihi’s Smile,IRF2BPL,HGNC:14282,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Lily Foundation (UK),POLG,HGNC:9179,https://www.thelilyfoundation.org.uk/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Lissencephaly Foundation Inc,DCX,HGNC:2714,http://lissfoundation.org/,US,foundation,,REN,rela_2019.csv,candidate
Lissencephaly Foundation Inc,PAFAH1B1,HGNC:8574,http://lissfoundation.org/,US,foundation,,REN,rela_2019.csv,candidate
Lissencephaly Foundation Inc,TUBA1A,HGNC:20766,http://lissfoundation.org/,US,foundation,,REN,rela_2019.csv,candidate
Lissencephaly Network,PAFAH1B1,HGNC:8574,https://www.lissencephaly.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Lost Enzyme Project,MANBA,HGNC:6831,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Loulou Foundation,CDKL5,HGNC:11411,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Loulou Foundation and the International Foundation for CDKL5 Research (IFCR),CDKL5,HGNC:11411,,,,,,fda_pfdd.csv,candidate
MAND Caregiver Support Network,MBD5,HGNC:20444,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MAST Foundation,MAST1,HGNC:19034,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MAST Foundation,MAST3,HGNC:19036,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MAST Foundation,MAST4,HGNC:19037,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
"MAST Genes Research Foundation (MAST 1-4, L)",MAST1,HGNC:19034,,,,,,sources/ren_members/ren_members.csv,candidate
"MAST Genes Research Foundation (MAST 1-4, L)",MAST2,,,,,,,sources/ren_members/ren_members.csv,candidate
"MAST Genes Research Foundation (MAST 1-4, L)",MAST3,HGNC:19036,,,,,,sources/ren_members/ren_members.csv,candidate
"MAST Genes Research Foundation (MAST 1-4, L)",MAST4,HGNC:19037,,,,,,sources/ren_members/ren_members.csv,candidate
"MAST Genes Research Foundation (MAST 1-4, L)",MASTL,,,,,,,sources/ren_members/ren_members.csv,candidate
MAST1 Facebook Group,MAST1,HGNC:19034,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MDS registry (Citizen Health),MDS,,https://www.citizen.health/ai-advocate/mds,,,,,citizen_registry.csv,candidate
MECP2 Duplication Foundation,MECP2,HGNC:6990,https://mecp2d.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
MECP2 Duplication Foundation,MECP2,HGNC:6990,https://mecp2duplication.com/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MECP2 Duplication Syndrome (MDS),MECP2,HGNC:6990,,,,,,fda_pfdd.csv,candidate
MED12 Foundation,MED12,HGNC:11957,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MED13 Foundation,MED13,HGNC:22474,,,,,,sources/ren_members/ren_members.csv,candidate
MED13L (Germany),MED13L,HGNC:22962,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MED13L España,MED13L,HGNC:22962,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MED13L Foundation,MED13L,HGNC:22962,,,,,,sources/ren_members/ren_members.csv,candidate
MED13L Foundation,MED13L,HGNC:22962,https://med13l.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MED13L registry (Citizen Health),MED13L,HGNC:22962,https://www.citizen.health/ai-advocate/med13l-foundation,,,,,citizen_registry.csv,candidate
MEF2C Family Foundation,MEF2C,HGNC:6996,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv;sources/ren_members/ren_members.csv,candidate
MEF2C Foundation,MEF2C,HGNC:6996,https://www.usmef2cfoundation.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MEF2C Haploinsufficiency Syndrome (MCHS),MEF2C,HGNC:6996,,,,,,fda_pfdd.csv,candidate
MEF2C registry (Citizen Health),MEF2C,HGNC:6996,https://www.citizen.health/ai-advocate/mef2c-family-foundation,,,,,citizen_registry.csv,candidate
MYT1L Project,MYT1L,HGNC:7623,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Maggie's Cure,PMM2,HGNC:9115,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Malan Syndrome Foundation,NFIX,HGNC:7788,,,,,,sources/ren_members/ren_members.csv,candidate
Migraine Research Foundation overlap,ATP1A2,HGNC:800,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Miller-Dieker Foundation,PAFAH1B1,HGNC:8574,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Mito Foundation (AU),POLG,HGNC:9179,https://www.mito.org.au/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
MitoAction,POLG,HGNC:9179,https://www.mitoaction.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Mowat-Wilson Syndrome Australia,ZEB2,HGNC:14881,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Mowat-Wilson Syndrome Foundation,ZEB2,HGNC:14881,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Mowat-Wilson Syndrome Foundation (US),ZEB2,HGNC:14881,https://mowat-wilson.org/,,foundation,Matrix (Across Healthcare),,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
"Mucolipidosis Type IV Foundation, Inc. (ML4Fdn)",ML4,,http://ml4.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
NAA15 Families Together,NAA15,HGNC:30782,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
NALCN-related disorder registry (Citizen Health),NALCN,HGNC:19082,https://www.citizen.health/ai-advocate/nalcn,,,,,citizen_registry.csv,candidate
NBEA Facebook group,NBEA,HGNC:7648,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
NBIA Disorders Association,WDR45,HGNC:28912,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
NCBRS Worldwide Foundation,SMARCA2,HGNC:11098,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
NEXMIF ITALIA odv,NEXMIF,HGNC:29433,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
NF Network,NF1,HGNC:7765,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
NGLY1.org,NGLY1,HGNC:17646,https://www.ngly1.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
NKH registry (Citizen Health),NKH,,https://www.citizen.health/ai-advocate/nkh-crusaders,,,,,citizen_registry.csv,candidate
NR2F1 Foundation,NR2F1,HGNC:7975,,,,,,sources/ren_members/ren_members.csv,candidate
NR2F1 Foundation - Bosch Boonstra Schaaf optic atrophy syndrome,NR2F1,HGNC:7975,https://nr2f1.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
NR4A2 PAG,NR4A2,HGNC:7981,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
NRXN1 Network,NRXN1,HGNC:8008,,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv;sources/ren_members/ren_members.csv,candidate
NUS1 Foundation,NUS1,HGNC:21042,https://www.nus1foundation.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
National Ataxia Foundation,KCNA1,HGNC:6218,https://www.ataxia.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
National Kidney Foundation,C3G,,,,,,,fda_pfdd.csv,candidate
National Tay-Sachs & Allied Diseases Association (NTSAD),GM2,,,,,,,fda_pfdd.csv,candidate
"National Tay-Sachs and Allied Diseases Association, Inc.",GM1,,https://www.ntsad.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
National Urea Cycle Disorders Foundation (NUCDF),ARG1,HGNC:663,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Neurofibromatosis Type 1 (NF1)/ Cutaneous Neurofibroma (cNF),NF1,HGNC:7765,,,,,,fda_pfdd.csv,candidate
New Hope Research Foundation,GM1,,http://newhoperesearch.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Nicolaides-Baraitser Syndrome Worldwide Foundation,SMARCA2,HGNC:11098,https://nbsworldwide.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Niemann-Pick Disease Group,NPC1,HGNC:7897,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Noah's Hope/Hope4Bridget,CLN3,HGNC:2074,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
OCNDS registry (Citizen Health),OCNDS,,https://www.citizen.health/ai-advocate/csnk2a1,,,,,citizen_registry.csv,candidate
OPHN1 Foundation,OPHN1,HGNC:8148,,,,,,sources/ren_members/ren_members.csv,candidate
Ogden Cares (Ogden Syndrome/NAA10-Related Research),NAA10,HGNC:18704,,,,,,sources/ren_members/ren_members.csv,candidate
Olivia Bloomfield Foundation,LAMA2,HGNC:6482,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PACS1 Foundation,PACS1,HGNC:30032,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PACS2 Research Foundation,PACS2,HGNC:23794,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PCDH19 Alliance,PCDH19,HGNC:14270,,,,,,sources/ren_members/ren_members.csv,candidate
PCDH19 Alliance,PCDH19,HGNC:14270,https://www.pcdh19info.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PCH-Familie e.V.  (TSEN54),TSEN54,HGNC:27561,,,,,,sources/ren_members/ren_members.csv,candidate
PDE Foundation,ALDH7A1,HGNC:877,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PHF21A Facebook group,PHF21A,HGNC:24156,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PME family network,KCTD7,HGNC:21957,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PNKP Disease Foundation,PNKP,HGNC:9154,https://www.pnkpfoundation.org/ (verify),,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PPP2R5D Foundation,PPP2R1A,HGNC:9302,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PPP2R5D Foundation,PPP2R5C,HGNC:9311,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PPP2R5D Foundation,PPP2R5D,HGNC:9312,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PPP3CA Hope Foundation,PPP3CA,HGNC:9314,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv;sources/ren_members/ren_members.csv,candidate
PPP3CA registry (Citizen Health),PPP3CA,HGNC:9314,https://www.citizen.health/ai-advocate/ppp3ca-hope-foundation,,,,,citizen_registry.csv,candidate
PRISMS (Parents and Researchers Interested in Smith-Magenis Syndrome),RAI1,HGNC:9834,,,,,,sources/ren_members/ren_members.csv,candidate
PTEN Hamartoma Tumor Syndrome Foundation,PTEN,HGNC:9588,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PTEN Hamartoma Tumor Syndrome Foundation (US),PTEN,HGNC:9588,https://ptenfoundation.org/,,foundation,Foundation-hosted,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PTEN Research,PTEN,HGNC:9588,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PTEN Research (UK),PTEN,HGNC:9588,https://www.ptenresearch.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PURA Foundation Australia,PURA,HGNC:9701,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PURA Syndrome Foundation,PURA,HGNC:9701,,,,,,sources/ren_members/ren_members.csv,candidate
PURA Syndrome Foundation,PURA,HGNC:9701,https://www.purasyndrome.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PURA Syndrome registry (Citizen Health),PURA,HGNC:9701,https://www.citizen.health/ai-advocate/psf,,,,,citizen_registry.csv,candidate
PVNH Support & Awareness,FLNA,HGNC:3754,,,,,,sources/ren_members/ren_members.csv,candidate
PVNH Support & Awareness,FLNA,HGNC:3754,https://www.PVNHSupport.com,US,family group,,REN,rela_2019.csv,candidate
Parents and Researchers Interested in Smith-Magenis Syndrome,SMS,HGNC:11123,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Parents of SCAMP5,SCAMP5,HGNC:30386,,,,,,sources/ren_members/ren_members.csv,candidate
Phelan-McDermid Foundation Europe,SHANK3,HGNC:14294,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Phelan-McDermid Syndrome Foundation,SHANK3,HGNC:14294,https://www.pmsf.org/,US,foundation,,REN,rela_2019.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Phelan-McDermid Syndrome Foundation (PMSF),SHANK3,HGNC:14294,,,,,,sources/ren_members/ren_members.csv,candidate
Pitt Hopkins Research Foundation,TCF4,HGNC:11634,https://pitthopkins.org/,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Pitt Hopkins UK,TCF4,HGNC:11634,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PolG Foundation,POLG,HGNC:9179,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
PolG Foundation,POLG2,HGNC:9180,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Progetto Flavia,UGDH,HGNC:12525,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Project CASK,CASK,HGNC:1497,,,,,,sources/ren_members/ren_members.csv,candidate
Project CASK,CASK,HGNC:1497,https://www.projectcask.org/,,foundation,REDCap,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
RASopathies Network,BRAF,HGNC:1097,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,CBL,HGNC:1541,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,HRAS,HGNC:5173,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,KRAS,HGNC:6407,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,MAP2K1,HGNC:6840,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,MAP2K2,HGNC:6842,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,NF1,HGNC:7765,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,NRAS,HGNC:7989,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,PTPN11,HGNC:9644,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,RAF1,HGNC:9829,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,SHOC2,HGNC:15454,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,SOS1,HGNC:11187,,,,,,sources/ren_members/ren_members.csv,candidate
RASopathies Network,SPRED1,HGNC:20249,,,,,,sources/ren_members/ren_members.csv,candidate
RMFSL Family Network,BRAT1,HGNC:21701,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
RNU4-2 registry (Citizen Health),RNU4,,https://www.citizen.health/ai-advocate/renu-syndrome,,,,,citizen_registry.csv,candidate
RORB Facebook group,RORB,HGNC:10259,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
RUNX1 Research Program - RUNX1-Familial Platelet Disorder,RUNX1,,https://www.runx1-fpd.org/,United States of America,foundation,,,everycure_rdnp.csv,candidate
Raging Raymond Foundation,VAMP2,HGNC:12643,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Rare Remy Foundation (DHX30),DHX30,HGNC:16716,,,,,,sources/ren_members/ren_members.csv,candidate
ReNU Syndrome United,RNU2-2P,,,,,,,sources/ren_members/ren_members.csv,candidate
ReNU2,RNU2-2P,,,,,,,sources/ren_members/ren_members.csv,candidate
Rett Syndrome Research Trust,MECP2,HGNC:6990,https://reverserett.org/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Rett Syndrome Research Trust (RSRT),MECP2,HGNC:6990,,,,,,fda_pfdd.csv,candidate
Rett Syndrome.org,MECP2,HGNC:6990,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Reverse Rett (UK),MECP2,HGNC:6990,https://www.reverserett.org.uk/,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Rory Belle Foundation,NARS1,HGNC:7643,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
Rubinstein-Taybi Syndrome Foundation (CREBBP and EP300),CREBBP,HGNC:2348,,,,,,sources/ren_members/ren_members.csv,candidate
Rubinstein-Taybi Syndrome Foundation (CREBBP and EP300),EP300,HGNC:3373,,,,,,sources/ren_members/ren_members.csv,candidate
SATB2 Gene Foundation,SATB2,HGNC:21637,https://satb2gene.org/,United States of America,foundation,,,everycure_rdnp.csv;sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
SATB2 Syndrome (2q33.1) Facebook Group,SATB2,HGNC:21637,,,family group,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
SATB2- genfundament,SATB2,HGNC:21637,,,foundation,,,sources/epilepsylive_orgs/epilepsylive_orgs.csv,candidate
