# Epilepsy and NDD gene list, written by gene_spine.epilepsy_list after the spine
# build. Union of three branches:
#   epilepsy / both : on Genes4Epilepsy ('both' also on an NDD source)
#   ndd_only        : on an NDD or ID source, not on Genes4Epilepsy
#   epilepsy_other  : on an epilepsy panel, or ClinGen or Orphadata naming epilepsy,
#                     seizures or encephalopathy, and in neither branch above
# tier and domain are the spine's own values, carried as description, not selection.
# NDD/ID sources: panelapp_au_id, panelapp_ge_id, sysndd, g2p_dd, sfari.
# Declared but absent: none.
# SFARI: 2026-07-12 release, exported 2026-09-16. Its unscored rows count as presence and lift no tier.
# genes4epilepsy_phenotype is blank for genes that are not on Genes4Epilepsy.
# mondo_ids from sources/mondo/mondo.obo sha256 50c8367f9bd99783, 10,491 ORPHA and 10,176 OMIM xrefs.
# org_count and org_names come from epilepsy_orgs.csv, blank where there is no match.
hgnc_id,symbol,gene_name,list_membership,genes4epilepsy_phenotype,tier,domain,n_sources,sources,orphacodes,omim_id,mondo_ids,org_count,org_names
HGNC:13030,ZBTB18,zinc finger and BTB domain containing 18,both,"DEE, MCD",T1,ndd_with_epilepsy,10,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,36367,608433,MONDO:0018205,0,
HGNC:24931,ZC4H2,zinc finger C4H2-type containing,both,DEE,T1,ndd_with_epilepsy,7,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,3454,300897,MONDO:0010758,0,
HGNC:18475,ZDHHC9,zDHHC palmitoyltransferase 9,both,DEE,T1,ndd_with_epilepsy,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,776,300646,MONDO:0010655,0,
HGNC:14881,ZEB2,zinc finger E-box binding homeobox 2,both,DEE,T1,ndd_with_epilepsy,10,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,261537;261552;626,605802,MONDO:0016855;MONDO:0016856;MONDO:0044792,4,Mowat-Wilson Syndrome Australia; Mowat-Wilson Syndrome Foundation; Mowat-Wilson Syndrome Foundation (US); multiple country networks
HGNC:12873,ZIC2,Zic family zinc finger 2,both,"DEE, MCD",T1,ndd_with_epilepsy,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,220386;280195;280200;93924;93925;93926,603073,MONDO:0017218;MONDO:0017219;MONDO:0019756;MONDO:0019757;MONDO:0019758;MONDO:0700419,0,
HGNC:16493,ZMIZ1,zinc finger MIZ-type containing 1,both,DEE,T1,ndd_with_epilepsy,10,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,528084,607159,MONDO:0100038,0,
HGNC:16966,ZMYND11,zinc finger MYND-type containing 11,both,"DEE, MCD",T1,ndd_with_epilepsy,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd,687424;694308,608668,MONDO:0014486;MONDO:0975904,0,
HGNC:9397,ZMYND8,zinc finger MYND-type containing 8,both,DEE,T1,ndd_with_epilepsy,8,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd,,615713,,0,
HGNC:12927,ZNF142,zinc finger protein 142,both,DEE,T1,ndd_with_epilepsy,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,528084,604083,MONDO:0100038,0,
HGNC:12933,ZNF148,zinc finger protein 148,both,DEE,T1,ndd_with_epilepsy,6,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,708178,601897,,0,
HGNC:15807,ZNF335,zinc finger protein 335,both,DEE,T1,ndd_with_epilepsy,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,329228,610827,MONDO:0014043,0,
HGNC:29415,ZNF526,zinc finger protein 526,both,DEE,T1,ndd_with_epilepsy,7,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd,528084,614387,MONDO:0100038,0,
HGNC:12309,ZNHIT3,zinc finger HIT-type containing 3,both,DEE,T1,ndd_with_epilepsy,5,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;sysndd,2836,604500,MONDO:0009841,0,
HGNC:29316,ZSWIM6,zinc finger SWIM-type containing 6,both,DEE,T1,ndd_with_epilepsy,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd,1827,615951,MONDO:0011359,0,
HGNC:7137,AFDN,"afadin, adherens junction formation factor",epilepsy,MCD,T2,systemic_with_seizures,2,genes4epilepsy;panelapp_au_epilepsy,,159559,,0,
HGNC:451,AMACR,alpha-methylacyl-CoA racemase,epilepsy,DEE,T1,ndd_with_epilepsy,5,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy,79095,604489,MONDO:0008967,0,
HGNC:674,ARHGAP4,Rho GTPase activating protein 4,epilepsy,Focal,T2,epilepsy_primary,1,genes4epilepsy,,300023,,0,
HGNC:21708,CCM2,CCM2 scaffold protein,epilepsy,MCD,T1,systemic_with_seizures,4,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy,221061,607929,MONDO:0031037,2,Alliance to Cure Cavernous Malformation; Angioma Alliance
HGNC:20233,COQ6,"coenzyme Q6, monooxygenase",epilepsy,DEE,T1,ndd_with_epilepsy,5,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy,280406;93921,614647,MONDO:0008075;MONDO:0013836,0,
HGNC:6158,ITGB4,integrin subunit beta 4,epilepsy,DEE,T2,ndd_with_epilepsy,3,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy,1114;158684;251393;79402;79403,147557,MONDO:0007145;MONDO:0009183;MONDO:0012807;MONDO:0016673;MONDO:0019307,0,
HGNC:30550,MARCHF6,membrane associated ring-CH-type finger 6,epilepsy,PME,T2,epilepsy_primary,2,genes4epilepsy;orphadata_genes,86814,613297,MONDO:0019448,0,
HGNC:7458,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,epilepsy,DEE,T1,ndd_with_epilepsy,4,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy,255210;2609;99718,516002,MONDO:0016814;MONDO:0020478;MONDO:0100133,0,
HGNC:8972,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,epilepsy,"Focal, MCD",T2,systemic_with_seizures,2,genes4epilepsy;panelapp_au_epilepsy,,602838,,0,
HGNC:9106,PLXNC1,plexin C1,epilepsy,MCD,T2,systemic_with_seizures,2,genes4epilepsy;panelapp_au_epilepsy,,604259,,0,
HGNC:9180,POLG2,"DNA polymerase gamma 2, accessory subunit",epilepsy,DEE,T2,ndd_with_epilepsy,4,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy,254892,604983,MONDO:0008003,1,PolG Foundation
HGNC:9449,PRNP,prion protein (Kanno blood group),epilepsy,PME,T2,epilepsy_primary,2,genes4epilepsy;orphadata_genes,157941;280397;282166;356;397606;454745;466,176640,MONDO:0006825;MONDO:0007403;MONDO:0007656;MONDO:0010808;MONDO:0011299;MONDO:0017233;MONDO:0018339,0,
HGNC:31750,SAMD12,sterile alpha motif domain containing 12,epilepsy,PME,T2,epilepsy_primary,4,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy,86814,618073,MONDO:0019448,0,
HGNC:8943,SERPINI1,serpin family I member 1,epilepsy,PME,T1,epilepsy_primary,5,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy,530303,602445,MONDO:0035161,0,
HGNC:25807,SLC7A6OS,solute carrier family 7 member 6 opposite strand,epilepsy,PME,T2,epilepsy_primary,3,genes4epilepsy;panelapp_au_epilepsy;panelapp_ge_epilepsy,,619192,,0,
HGNC:18063,STARD7,StAR related lipid transfer domain containing 7,epilepsy,PME,T2,epilepsy_primary,3,genes4epilepsy;panelapp_au_epilepsy;panelapp_ge_epilepsy,,616712,,0,
HGNC:11596,TBX19,T-box transcription factor 19,epilepsy,DEE,T2,ndd_with_epilepsy,3,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy,199296,604614,MONDO:0008720,0,
HGNC:11969,TNRC6A,trinucleotide repeat containing adaptor 6A,epilepsy,PME,T2,epilepsy_primary,3,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy,86814,610739,MONDO:0019448,0,
HGNC:1908,VPS13A,vacuolar protein sorting 13 homolog A,epilepsy,Focal,T2,epilepsy_primary,3,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy,2388,605978,MONDO:0008695,3,Advocacy for Neuroacanthocytosis Patients; Advocacy for Neuroacanthocytosis Patients (UK); Hereditary Disease Foundation overlap
HGNC:2172,CNTN2,contactin 2,epilepsy_other,,T1,ndd_with_epilepsy,4,clingen;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy,86814,190197,MONDO:0019448,0,
HGNC:2355,CRH,corticotropin releasing hormone,epilepsy_other,,T3,epilepsy_only_unclassified,4,clingen;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy,98784,122560,MONDO:0000030,0,
HGNC:2451,CSNK1A1,casein kinase 1 alpha 1,epilepsy_other,,T2,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,600505,,0,
HGNC:16888,DHRS9,dehydrogenase/reductase 9,epilepsy_other,,T2,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,612131,,0,
HGNC:29178,FOXJ3,forkhead box J3,epilepsy_other,,T2,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,616035,,0,
HGNC:4080,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,epilepsy_other,,T3,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,137143,,0,
HGNC:4114,GAL,galanin and GMAP prepropeptide,epilepsy_other,,T3,epilepsy_only_unclassified,2,panelapp_au_epilepsy;panelapp_ge_epilepsy,,137035,,0,
HGNC:5382,IDH1,isocitrate dehydrogenase (NADP(+)) 1,epilepsy_other,,T3,epilepsy_only_unclassified,2,orphadata_genes;panelapp_au_epilepsy,163634;251576;251579;296;726004;86845;99646,147700,MONDO:0008145;MONDO:0013808;MONDO:0013941;MONDO:0016681;MONDO:0016682;MONDO:0019456,0,
HGNC:6230,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3,epilepsy_other,,T3,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,604111,,0,
HGNC:18864,KCNH8,potassium voltage-gated channel subfamily H member 8,epilepsy_other,,T3,epilepsy_only_unclassified,1,panelapp_ge_epilepsy,,608260,,0,
HGNC:30083,KCNIP4,potassium voltage-gated channel interacting protein 4,epilepsy_other,,T3,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,608182,,0,
HGNC:6264,KCNJ3,potassium inwardly rectifying channel subfamily J member 3,epilepsy_other,,T2,epilepsy_only_unclassified,2,orphadata_genes;panelapp_au_epilepsy,334,601534,MONDO:0018054,0,
HGNC:18302,MDN1,midasin AAA ATPase 1,epilepsy_other,,T3,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,618200,,0,
HGNC:20619,MICAL1,"microtubule associated monooxygenase, calponin and LIM domain containing 1",epilepsy_other,,T2,epilepsy_only_unclassified,2,orphadata_genes;panelapp_au_epilepsy,101046,607129,MONDO:0010898,0,
HGNC:7223,MPST,mercaptopyruvate sulfurtransferase,epilepsy_other,,T3,epilepsy_only_unclassified,1,clingen,,602496,,0,
HGNC:7415,MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8,epilepsy_other,,T2,epilepsy_only_unclassified,3,clingen;orphadata_genes;panelapp_au_epilepsy,254913;397750;480,516070,MONDO:0010787;MONDO:0014471;MONDO:0018343,0,
HGNC:7427,MT-CYB,mitochondrially encoded cytochrome b,epilepsy_other,,T1,epilepsy_only_unclassified,3,clingen;orphadata_genes;panelapp_au_epilepsy,104;137675;1460,516020,MONDO:0010771;MONDO:0010788;MONDO:0015448,0,
HGNC:7477,MT-TC,mitochondrially encoded tRNA-Cys (UGU/C),epilepsy_other,,T2,epilepsy_only_unclassified,2,clingen;panelapp_au_epilepsy,,590020,,0,
HGNC:7486,MT-TG,mitochondrially encoded tRNA-Gly (GGN),epilepsy_other,,T2,epilepsy_only_unclassified,2,clingen;panelapp_au_epilepsy,,590035,,0,
HGNC:7487,MT-TH,mitochondrially encoded tRNA-His (CAU/C),epilepsy_other,,T1,epilepsy_only_unclassified,3,clingen;orphadata_genes;panelapp_au_epilepsy,550;551;90641,590040,MONDO:0010779;MONDO:0010789;MONDO:0010790,0,
HGNC:7499,MT-TT,mitochondrially encoded tRNA-Thr (ACN),epilepsy_other,,T2,epilepsy_only_unclassified,3,clingen;orphadata_genes;panelapp_au_epilepsy,254857,590090,MONDO:0010792,0,
HGNC:7502,MT-TY,mitochondrially encoded tRNA-Tyr (UAU/C),epilepsy_other,,T1,epilepsy_only_unclassified,2,clingen;panelapp_au_epilepsy,,590100,,0,
HGNC:10589,SCN2B,sodium voltage-gated channel beta subunit 2,epilepsy_other,,T3,epilepsy_only_unclassified,3,clingen;orphadata_genes;panelapp_ge_epilepsy,130;334,601327,MONDO:0015263;MONDO:0018054,0,
HGNC:14430,SLC13A3,solute carrier family 13 member 3,epilepsy_other,,T1,epilepsy_only_unclassified,2,panelapp_au_epilepsy;panelapp_ge_epilepsy,,606411,,0,
HGNC:32621,SNORA31,"small nucleolar RNA, H/ACA box 31",epilepsy_other,,T3,epilepsy_only_unclassified,1,clingen,,619378,,0,
HGNC:16698,SORCS2,sortilin related VPS10 domain containing receptor 2,epilepsy_other,,T3,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,606284,,0,
HGNC:11364,STAT3,signal transducer and activator of transcription 3,epilepsy_other,,T1,epilepsy_only_unclassified,3,clingen;orphadata_genes;panelapp_au_epilepsy,2314;438159;512017;520;667662;86872;99885,102582,MONDO:0004234;MONDO:0007818;MONDO:0012883;MONDO:0014414;MONDO:0019469;MONDO:0100164;MONDO:0850112,0,
HGNC:16874,SV2B,synaptic vesicle glycoprotein 2B,epilepsy_other,,T3,epilepsy_only_unclassified,1,panelapp_au_epilepsy,,185861,,0,
HGNC:12335,TRPC3,transient receptor potential cation channel subfamily C member 3,epilepsy_other,,T3,epilepsy_only_unclassified,2,orphadata_genes;panelapp_au_epilepsy,458798,602345,MONDO:0014626,0,
HGNC:12437,TXNRD1,thioredoxin reductase 1,epilepsy_other,,T2,epilepsy_only_unclassified,1,panelapp_ge_epilepsy,,601112,,0,
HGNC:12566,UNC13B,unc-13 homolog B,epilepsy_other,,T3,epilepsy_only_unclassified,2,panelapp_au_epilepsy;panelapp_ge_epilepsy,,605836,,0,
HGNC:23336,A2ML1,alpha-2-macroglobulin like 1,ndd_only,,T3,ndd_no_documented_epilepsy,3,clingen;panelapp_ge_id;sysndd,,610627,,0,
HGNC:13666,AAAS,aladin WD repeat nucleoporin,ndd_only,,T1,ndd_no_documented_epilepsy,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,869,605378,MONDO:0009279,0,
HGNC:21298,AACS,acetoacetyl-CoA synthetase,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,614364,,0,
HGNC:17366,AASS,aminoadipate-semialdehyde synthase,ndd_only,,T1,ndd_with_epilepsy,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,2203;3124,605113,MONDO:0009388;MONDO:0010005,0,
HGNC:30,ABCA10,ATP binding cassette subfamily A member 10,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,612508,,0,
HGNC:14638,ABCA13,ATP binding cassette subfamily A member 13,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,607807,,0,
HGNC:35,ABCA5,ATP binding cassette subfamily A member 5,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;sysndd,2026,612503,MONDO:0007610,0,
HGNC:37,ABCA7,ATP binding cassette subfamily A member 7,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,605414,,0,
HGNC:42,ABCB11,ATP binding cassette subfamily B member 11,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,69665;79304;99961,603201,MONDO:0011156;MONDO:0011559;MONDO:0100429,0,
HGNC:47,ABCB6,ATP binding cassette subfamily B member 6 (LAN blood group),ndd_only,,T2,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,241;90044;98938;98942;98943;98944;98945;98946;98947,605452,MONDO:0000170;MONDO:0000736;MONDO:0007351;MONDO:0007354;MONDO:0012204;MONDO:0020354;MONDO:0020355;MONDO:0020356;MONDO:0020357,0,
HGNC:48,ABCB7,ATP binding cassette subfamily B member 7,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,2802,300135,MONDO:0010524,0,
HGNC:57,ABCC6,ATP binding cassette subfamily C member 6,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,51608;758,603234,MONDO:0009925;MONDO:0018870,0,
HGNC:59,ABCC8,ATP binding cassette subfamily C member 8,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_ge_id;sysndd,276575;276598;552;79134;79643;99885;99886,600509,MONDO:0011073;MONDO:0017184;MONDO:0017187;MONDO:0018911;MONDO:0019207;MONDO:0019333;MONDO:0100164,0,
HGNC:61,ABCD1,ATP binding cassette subfamily D member 1,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,139396;139399;369942;388,300371,MONDO:0010247;MONDO:0015339;MONDO:0018247;MONDO:0018309,0,
HGNC:68,ABCD4,ATP binding cassette subfamily D member 4,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,369955,603214,MONDO:0013925,0,
HGNC:69,ABCE1,ATP binding cassette subfamily E member 1,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,601213,,0,
HGNC:13886,ABCG5,ATP binding cassette subfamily G member 5,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,2882;391665,605459,MONDO:0008863;MONDO:0018328,0,
HGNC:15868,ABHD12,"abhydrolase domain containing 12, lysophospholipase",ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;panelapp_ge_id,171848,613599,MONDO:0012984,0,
HGNC:21396,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,98907,604780,MONDO:0010155,0,
HGNC:21398,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,616966,,0,
HGNC:24011,ABI2,abl interactor 2,ndd_only,,T1,ndd_with_epilepsy,5,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,,606442,,0,
HGNC:76,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;sysndd,521;585909;643503;99861,189980,MONDO:0011996;MONDO:0020512;MONDO:0035940;MONDO:0060532,0,
HGNC:77,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",ndd_only,,T3,ndd_no_documented_epilepsy,1,sfari,,164690,,0,
HGNC:84,ACACA,acetyl-CoA carboxylase alpha,ndd_only,,T2,ndd_no_documented_epilepsy,3,panelapp_au_id;panelapp_ge_id;sysndd,,200350,,0,
HGNC:85,ACACB,acetyl-CoA carboxylase beta,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,601557,,0,
HGNC:21497,ACAD9,acyl-CoA dehydrogenase family member 9,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,99901,611103,MONDO:0012624,0,
HGNC:89,ACADM,acyl-CoA dehydrogenase medium chain,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,42,607008,MONDO:0008721,0,
HGNC:90,ACADS,acyl-CoA dehydrogenase short chain,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,26792,606885,MONDO:0008722,0,
HGNC:91,ACADSB,acyl-CoA dehydrogenase short/branched chain,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,79157,600301,MONDO:0012392,0,
HGNC:92,ACADVL,acyl-CoA dehydrogenase very long chain,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,26793,609575,MONDO:0008723,0,
HGNC:319,ACAN,aggrecan,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,171866;251262;435804;93283,155760,MONDO:0012019;MONDO:0013014;MONDO:0018566;MONDO:0100462,0,
HGNC:16469,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,607766,,0,
HGNC:93,ACAT1,acetyl-CoA acetyltransferase 1,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,134,607809,MONDO:0008760,0,
HGNC:23338,ACBD5,acyl-CoA binding domain containing 5,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;sysndd,,616618,,0,
HGNC:2707,ACE,angiotensin I converting enzyme,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;sfari,97369,106180,MONDO:0009970,0,
HGNC:13557,ACE2,angiotensin converting enzyme 2,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,300335,,0,
HGNC:16066,ACER3,alkaline ceramidase 3,ndd_only,,T1,ndd_no_documented_epilepsy,4,g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,502444,617036,MONDO:0044718,0,
HGNC:108,ACHE,acetylcholinesterase (Yt blood group),ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,100740,,0,
HGNC:17066,ACIN1,apoptotic chromatin condensation inducer 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,604562,,0,
HGNC:118,ACO2,aconitase 2,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,313850;98676,100850,MONDO:0013802;MONDO:0014753,0,
HGNC:17152,ACOT9,acyl-CoA thioesterase 9,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,300862,,0,
HGNC:120,ACOX2,acyl-CoA oxidase 2,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;panelapp_au_id;panelapp_ge_id;sysndd,,601641,,0,
HGNC:124,ACP5,"acid phosphatase 5, tartrate resistant",ndd_only,,T1,ndd_no_documented_epilepsy,4,g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,1855,171640,MONDO:0011939,0,
HGNC:27288,ACSF3,acyl-CoA synthetase family member 3,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_ge_id;sysndd,289504,614245,MONDO:0013661,0,
HGNC:3571,ACSL4,acyl-CoA synthetase long chain family member 4,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,777;86818,300157,MONDO:0010263;MONDO:0019181,0,
HGNC:26060,ACSM5,acyl-CoA synthetase medium chain family member 5,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,614361,,0,
HGNC:129,ACTA1,"actin alpha 1, skeletal muscle",ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_au_id,171430;171433;171436;171439;2020;447977;97240;97244;98904,102610,MONDO:0008070;MONDO:0009711;MONDO:0014800;MONDO:0015735;MONDO:0015736;MONDO:0015737;MONDO:0015738;MONDO:0019949;MONDO:0019951,0,
HGNC:130,ACTA2,"actin alpha 2, smooth muscle",ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,2573;404463;91387,102620,MONDO:0013452;MONDO:0016820;MONDO:0019625,0,
HGNC:143,ACTC1,actin alpha cardiac muscle 1,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;sysndd,154;54260;99103,102540,MONDO:0018901;MONDO:0020434;MONDO:0700335,0,
HGNC:24124,ACTL6A,actin like 6A,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,528084,604958,MONDO:0100038,0,
HGNC:166,ACTN4,actinin alpha 4,ndd_only,,T2,ndd_no_documented_epilepsy,2,orphadata_genes;sfari,656,604638,MONDO:0019006,0,
HGNC:171,ACVR1,activin A receptor type 1,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,337,102576,MONDO:0007606,0,
HGNC:174,ACVR2B,activin A receptor type 2B,ndd_only,,T3,ndd_no_documented_epilepsy,1,g2p_dd,,602730,,0,
HGNC:24104,ACY3,aminoacylase 3,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,614413,,0,
HGNC:186,ADA,adenosine deaminase,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sfari,277;39041,608958,MONDO:0007064;MONDO:0011338,0,
HGNC:1839,ADA2,adenosine deaminase 2,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;panelapp_au_id,124;404553;820,607575,MONDO:0008436;MONDO:0014306;MONDO:0015253,0,
HGNC:202,ADAM23,ADAM metallopeptidase domain 23,ndd_only,,T2,ndd_with_epilepsy,3,panelapp_au_epilepsy;panelapp_au_id;sysndd,,603710,,0,
HGNC:206,ADAM28,ADAM metallopeptidase domain 28,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,606188,,0,
HGNC:15478,ADAM33,ADAM metallopeptidase domain 33,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,607114,,0,
