# Epilepsy and NDD gene list, written by gene_spine.epilepsy_list after the spine
# build. Union of three branches:
#   epilepsy / both : on Genes4Epilepsy ('both' also on an NDD source)
#   ndd_only        : on an NDD or ID source, not on Genes4Epilepsy
#   epilepsy_other  : on an epilepsy panel, or ClinGen or Orphadata naming epilepsy,
#                     seizures or encephalopathy, and in neither branch above
# tier and domain are the spine's own values, carried as description, not selection.
# NDD/ID sources: panelapp_au_id, panelapp_ge_id, sysndd, g2p_dd, sfari.
# Declared but absent: none.
# SFARI: 2026-07-12 release, exported 2026-09-16. Its unscored rows count as presence and lift no tier.
# genes4epilepsy_phenotype is blank for genes that are not on Genes4Epilepsy.
# mondo_ids from sources/mondo/mondo.obo sha256 50c8367f9bd99783, 10,491 ORPHA and 10,176 OMIM xrefs.
# org_count and org_names come from epilepsy_orgs.csv, blank where there is no match.
hgnc_id,symbol,gene_name,list_membership,genes4epilepsy_phenotype,tier,domain,n_sources,sources,orphacodes,omim_id,mondo_ids,org_count,org_names
HGNC:4221,GDF6,growth differentiation factor 6,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,2345;3237;65;98938,601147,MONDO:0000170;MONDO:0001029;MONDO:0017923;MONDO:0018998,0,
HGNC:4226,GDI1,GDP dissociation inhibitor 1,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,777,300104,MONDO:0019181,0,
HGNC:15717,GEMIN4,gem nuclear organelle associated protein 4,ndd_only,,T1,ndd_no_documented_epilepsy,4,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd,,606969,,0,
HGNC:20043,GEMIN5,gem nuclear organelle associated protein 5,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,88616,607005,MONDO:0019502,0,
HGNC:20045,GEMIN7,gem nuclear organelle associated protein 7,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,607419,,0,
HGNC:21690,GET4,guided entry of tail-anchored proteins factor 4,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,612056,,0,
HGNC:4236,GFER,"growth factor, augmenter of liver regeneration",ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,330054,600924,MONDO:0013116,0,
HGNC:29682,GFM2,GTP dependent ribosome recycling factor mitochondrial 2,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;sysndd,565624,606544,MONDO:0032726,0,
HGNC:4242,GFPT2,glutamine--fructose-6-phosphate transaminase 2,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,603865,,0,
HGNC:12390,GFUS,GDP-L-fucose synthase,ndd_only,,T3,ndd_no_documented_epilepsy,2,clingen;sysndd,,137020,,0,
HGNC:18869,GGN,gametogenetin,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;sysndd,171709,609966,MONDO:0015746,0,
HGNC:19357,GGNBP2,gametogenetin binding protein 2,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,612275,,0,
HGNC:4263,GHR,growth hormone receptor,ndd_only,,T1,ndd_no_documented_epilepsy,4,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,314802;633,600946,MONDO:0009877;MONDO:0011420,0,
HGNC:9126,GIGYF1,GRB10 interacting GYF protein 1,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd,,612064,,0,
HGNC:11960,GIGYF2,GRB10 interacting GYF protein 2,ndd_only,,T2,ndd_no_documented_epilepsy,5,orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,411602,612003,MONDO:0008199,0,
HGNC:21792,GIMAP8,"GTPase, IMAP family member 8",ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,616962,,0,
HGNC:4272,GIT1,GIT ArfGAP 1,ndd_only,,T1,ndd_with_epilepsy,3,panelapp_au_epilepsy;panelapp_au_id;sysndd,,608434,,0,
HGNC:4274,GJA1,gap junction protein alpha 1,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,1010;1522;2248;2710;317;90636;93404,121014,MONDO:0004933;MONDO:0007083;MONDO:0008111;MONDO:0008514;MONDO:0015465;MONDO:0017851;MONDO:0019588,0,
HGNC:4277,GJA3,gap junction protein alpha 3,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,98984;98991;98993,121015,MONDO:0011430;MONDO:0020376;MONDO:0020378,0,
HGNC:4281,GJA8,gap junction protein alpha 8,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,1377;91490;98984;98985;98991;98994,600897,MONDO:0011430;MONDO:0015300;MONDO:0019629;MONDO:0020372;MONDO:0020376;MONDO:0021548,0,
HGNC:4283,GJB1,gap junction protein beta 1,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,101075;1175,304040,MONDO:0010547;MONDO:0010549,0,
HGNC:4284,GJB2,gap junction protein beta 2,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;panelapp_ge_id,166286;2202;2698;477;494;90635;90636,121011,MONDO:0007422;MONDO:0007852;MONDO:0007866;MONDO:0015635;MONDO:0018781;MONDO:0019587;MONDO:0019588,0,
HGNC:4285,GJB3,gap junction protein beta 3,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,139512;317;90635;90636,603324,MONDO:0015351;MONDO:0017851;MONDO:0019587;MONDO:0019588,0,
HGNC:17494,GJC2,gap junction protein gamma 2,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,280282;320401;568051,608803,MONDO:0012125;MONDO:0013179;MONDO:0035472,0,
HGNC:4289,GK,glycerol kinase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,284411;284414,300474,MONDO:0017295;MONDO:0017296,0,
HGNC:29514,GLDN,gliomedin,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,994,608603,MONDO:0100101,0,
HGNC:4315,GLE1,GLE1 RNA export mediator,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,1486;53696;803,603371,MONDO:0004976;MONDO:0009670;MONDO:0012750,0,
HGNC:4318,GLI2,GLI family zinc finger 2,ndd_only,,T1,ndd_no_documented_epilepsy,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,220386;280195;280200;420584;93924;93925;93926;95494,165230,MONDO:0013099;MONDO:0014369;MONDO:0017218;MONDO:0017219;MONDO:0019756;MONDO:0019757;MONDO:0019758;MONDO:0700419,0,
HGNC:29525,GLIS1,GLIS family zinc finger 1,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,610378,,0,
HGNC:29450,GLIS2,GLIS family zinc finger 2,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,329469;93592,608539,MONDO:0009728;MONDO:0018004,0,
HGNC:28510,GLIS3,GLIS family zinc finger 3,ndd_only,,T1,ndd_no_documented_epilepsy,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,79118,610192,MONDO:0012436,0,
HGNC:14373,GLMN,"glomulin, FKBP associated protein",ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,83454,601749,MONDO:0007672,0,
HGNC:4323,GLO1,glyoxalase I,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,138750,,0,
HGNC:4326,GLRA1,glycine receptor alpha 1,ndd_only,,T1,ndd_with_epilepsy,6,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,3197,138491,MONDO:0021022,0,
HGNC:4327,GLRA2,glycine receptor alpha 2,ndd_only,,T1,ndd_with_epilepsy,6,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,,305990,,0,
HGNC:4329,GLRB,glycine receptor beta,ndd_only,,T1,ndd_with_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_epilepsy,3197,138492,MONDO:0021022,0,
HGNC:13734,GLYAT,glycine-N-acyltransferase,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_au_id,,607424,,0,
HGNC:17493,GMNN,geminin DNA replication inhibitor,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,2554,602842,MONDO:0016817,0,
HGNC:4379,GNA11,G protein subunit alpha 11,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;sysndd,101049;1556;428;675359;714737;723195;723203;79483;79484,139313,MONDO:0007792;MONDO:0009055;MONDO:0018543;MONDO:0019325;MONDO:0019326;MONDO:0975757,0,
HGNC:4382,GNA14,G protein subunit alpha 14,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_au_id,1063;2122;675359,604397,MONDO:0011927;MONDO:0016236;MONDO:0975757,0,
HGNC:4385,GNAI2,G protein subunit alpha i2,ndd_only,,T1,ndd_no_documented_epilepsy,3,panelapp_au_id;panelapp_ge_id;sysndd,,139360,,0,
HGNC:4387,GNAI3,G protein subunit alpha i3,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,137888,139370,MONDO:0000107,0,
HGNC:4388,GNAL,G protein subunit alpha L,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;panelapp_ge_id,329466,139312,MONDO:0014033,0,
HGNC:4390,GNAQ,G protein subunit alpha q,ndd_only,,T1,ndd_with_epilepsy,6,g2p_dd;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;sysndd,3205;624;675359;723195;723203;79483,600998,MONDO:0008094;MONDO:0008501;MONDO:0019325;MONDO:0975757,1,The Sturge-Weber Foundation (GNAQ)
HGNC:4392,GNAS,GNAS complex locus,ndd_only,,T1,ndd_no_documented_epilepsy,6,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,189427;2762;562;57782;79443;79444;79445;93276;93277;94089,139320,MONDO:0007078;MONDO:0008153;MONDO:0008274;MONDO:0009049;MONDO:0011301;MONDO:0012911;MONDO:0012912;MONDO:0018919;MONDO:0018933;MONDO:0019665,0,
HGNC:4397,GNB1L,G protein subunit beta 1 like,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,610778,,0,
HGNC:4398,GNB2,G protein subunit beta 2,ndd_only,,T1,ndd_with_epilepsy,8,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,166282;528084,139390,MONDO:0012061;MONDO:0100038,0,
HGNC:4400,GNB3,G protein subunit beta 3,ndd_only,,T3,ndd_no_documented_epilepsy,1,g2p_dd,,139130,,0,
HGNC:23657,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,300605;3166;438207;602,603824,MONDO:0010028;MONDO:0011603;MONDO:0014518;MONDO:0017593,0,
HGNC:4416,GNPAT,glyceronephosphate O-acyltransferase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,309796,602744,MONDO:0009112,0,
HGNC:29670,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,423461;576,607840,MONDO:0009650;MONDO:0018931,0,
HGNC:23026,GNPTG,N-acetylglucosamine-1-phosphate transferase subunit gamma,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,423470,607838,MONDO:0009652,0,
HGNC:4422,GNS,glucosamine (N-acetyl)-6-sulfatase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,79272,607664,MONDO:0009658,0,
HGNC:4425,GOLGA2,golgin A2,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_au_id;sysndd,,602580,,0,
HGNC:25973,GON4L,gon-4 like,ndd_only,,T2,ndd_no_documented_epilepsy,4,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd,,610393,,0,
HGNC:25676,GORAB,"golgin, RAB6 interacting",ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,2078,607983,MONDO:0009271,0,
HGNC:16769,GORASP1,golgi reassembly stacking protein 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,606867,,0,
HGNC:26768,GPATCH11,G-patch domain containing 11,ndd_only,,T1,ndd_no_documented_epilepsy,2,panelapp_au_id;panelapp_ge_id,,621183,,0,
HGNC:4451,GPC3,glypican 3,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,373;654,300037,MONDO:0010731;MONDO:0019004,0,
HGNC:4452,GPC4,glypican 4,ndd_only,,T1,ndd_no_documented_epilepsy,6,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,2662;373,300168,MONDO:0009720;MONDO:0010731,0,
HGNC:4453,GPC5,glypican 5,ndd_only,,T3,ndd_no_documented_epilepsy,1,sfari,,602446,,0,
HGNC:4454,GPC6,glypican 6,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;sfari,93329,604404,MONDO:0009779,0,
HGNC:4456,GPD2,glycerol-3-phosphate dehydrogenase 2,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,138430,,0,
HGNC:4458,GPI,glucose-6-phosphate isomerase,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;sysndd,712,172400,MONDO:0013275,0,
HGNC:30677,GPKOW,G-patch domain and KOW motifs,ndd_only,,T2,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;sysndd,2570,301003,MONDO:0010610,0,
HGNC:4460,GPM6A,glycoprotein M6A,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,601275,,0,
HGNC:25513,GPN2,GPN-loop GTPase 2,ndd_only,,T2,ndd_no_documented_epilepsy,2,panelapp_au_id;panelapp_ge_id,,,,0,
HGNC:19995,GPR139,G protein-coupled receptor 139,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,618448,,0,
HGNC:31371,GPR179,G protein-coupled receptor 179,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;panelapp_ge_id,714079,614515,,0,
HGNC:4494,GPR37,G protein-coupled receptor 37,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,602583,,0,
HGNC:4508,GPR52,G protein-coupled receptor 52,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,604106,,0,
HGNC:4536,GPR85,G protein-coupled receptor 85,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,605188,,0,
HGNC:24834,GPRASP1,G protein-coupled receptor associated sorting protein 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,300417,,0,
HGNC:13308,GPRC5B,G protein-coupled receptor class C group 5 member B,ndd_only,,T1,ndd_with_epilepsy,3,orphadata_genes;panelapp_au_epilepsy;panelapp_au_id,2478,605948,MONDO:0011391,0,
HGNC:4549,GPS1,G protein pathway suppressor 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,601934,,0,
HGNC:4553,GPX1,glutathione peroxidase 1,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,138320,,0,
HGNC:4556,GPX4,glutathione peroxidase 4,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;sysndd,93317,138322,MONDO:0009593,0,
HGNC:29214,GRAMD1B,GRAM domain containing 1B,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,620179,,0,
HGNC:4564,GRB10,growth factor receptor bound protein 10,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;sfari,96182,601523,MONDO:0019913,0,
HGNC:4565,GRB14,growth factor receptor bound protein 14,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,601524,,0,
HGNC:31042,GREB1L,GREB1 like retinoic acid receptor coactivator,ndd_only,,T1,ndd_no_documented_epilepsy,2,g2p_dd;orphadata_genes,1848;93100,617782,MONDO:0015986;MONDO:0019636,0,
HGNC:2799,GRHL2,grainyhead like transcription factor 2,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,423454;90635;98973,608576,MONDO:0014460;MONDO:0019587;MONDO:0020364,0,
HGNC:25839,GRHL3,grainyhead like transcription factor 3,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,101023;155878;888;99771;99772,608317,MONDO:0007338;MONDO:0008637;MONDO:0015092;MONDO:0015479;MONDO:0019508,0,
HGNC:4575,GRID1,glutamate ionotropic receptor delta type subunit 1,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,610659,,0,
HGNC:4576,GRID2,glutamate ionotropic receptor delta type subunit 2,ndd_only,,T1,ndd_no_documented_epilepsy,6,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,363432,602368,MONDO:0014530,0,
HGNC:18464,GRID2IP,Grid2 interacting protein,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,610639,,0,
HGNC:4581,GRIK3,glutamate ionotropic receptor kainate type subunit 3,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,138243,,0,
HGNC:4582,GRIK4,glutamate ionotropic receptor kainate type subunit 4,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,600282,,0,
HGNC:4583,GRIK5,glutamate ionotropic receptor kainate type subunit 5,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,600283,,0,
HGNC:18708,GRIP1,glutamate receptor interacting protein 1,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_ge_id;sfari,2052,604597,MONDO:0009046,0,
HGNC:18706,GRIPAP1,GRIP1 associated protein 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_au_id,,300408,,0,
HGNC:4543,GRK4,G protein-coupled receptor kinase 4,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,137026,,0,
HGNC:4593,GRM1,glutamate metabotropic receptor 1,ndd_only,,T1,ndd_no_documented_epilepsy,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,324262;404507;631095,604473,MONDO:0013905;MONDO:0018447;MONDO:0033479,0,
HGNC:4597,GRM5,glutamate metabotropic receptor 5,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,604102,,0,
HGNC:4598,GRM6,glutamate metabotropic receptor 6,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,714079,604096,,0,
HGNC:4609,GRPR,gastrin releasing peptide receptor,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_au_id,,305670,,0,
HGNC:4612,GSC,goosecoid homeobox,ndd_only,,T2,ndd_no_documented_epilepsy,2,g2p_dd;orphadata_genes,397623,138890,MONDO:0011227,0,
HGNC:28979,GSE1,Gse1 coiled-coil protein,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,616886,,0,
HGNC:4617,GSK3B,glycogen synthase kinase 3 beta,ndd_only,,T1,ndd_with_epilepsy,3,panelapp_au_epilepsy;panelapp_au_id;sysndd,,605004,,0,
HGNC:4621,GSPT1,G1 to S phase transition 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,139259,,0,
HGNC:4632,GSTM1,glutathione S-transferase mu 1,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,138350,,0,
HGNC:24959,GSX2,GS homeobox 2,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,319192,616253,MONDO:0017868,0,
HGNC:4651,GTF2E2,general transcription factor IIE subunit 2,ndd_only,,T1,ndd_no_documented_epilepsy,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,33364,189964,MONDO:0018053,0,
HGNC:4658,GTF2H4,general transcription factor IIH subunit 4,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_au_id,,601760,,0,
HGNC:21157,GTF2H5,general transcription factor IIH subunit 5,ndd_only,,T1,ndd_no_documented_epilepsy,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,33364,608780,MONDO:0018053,0,
HGNC:4659,GTF2I,general transcription factor IIi,ndd_only,,T1,ndd_no_documented_epilepsy,5,orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,904,601679,MONDO:0008678,0,
HGNC:4661,GTF2IRD1,GTF2I repeat domain containing 1,ndd_only,,T3,ndd_no_documented_epilepsy,4,g2p_dd;orphadata_genes;panelapp_au_id;sysndd,904,604318,MONDO:0008678,0,
HGNC:4664,GTF3C1,general transcription factor IIIC subunit 1,ndd_only,,T2,ndd_no_documented_epilepsy,2,panelapp_au_id;sysndd,,603246,,0,
HGNC:4668,GTF3C5,general transcription factor IIIC subunit 5,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_au_id;panelapp_ge_id,,604890,,0,
HGNC:4669,GTPBP1,GTP binding protein 1,ndd_only,,T2,ndd_with_epilepsy,5,g2p_dd;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,,602245,,0,
HGNC:25007,GTPBP8,GTP binding protein 8,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,,,0,
HGNC:4684,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,601244,,0,
HGNC:4688,GUCY2C,guanylate cyclase 2C,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,103908;314373;314376,601330,MONDO:0013825;MONDO:0013843;MONDO:0015170,0,
HGNC:4689,GUCY2D,"guanylate cyclase 2D, retinal",ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;sysndd,1872;65;75377,600179,MONDO:0008982;MONDO:0015993;MONDO:0018998,0,
HGNC:25799,GUF1,GTP binding elongation factor GUF1,ndd_only,,T2,ndd_with_epilepsy,5,clingen;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy;sysndd,697160,617064,MONDO:0018097,0,
HGNC:4696,GUSB,glucuronidase beta,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,584,611499,MONDO:0009662,0,
HGNC:4707,GYS2,glycogen synthase 2,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,2089,138571,MONDO:0009414,0,
HGNC:15808,GZF1,GDNF inducible zinc finger protein 1,ndd_only,,T1,ndd_no_documented_epilepsy,2,g2p_dd;orphadata_genes,527450,613842,MONDO:0060556,0,
HGNC:4716,H1-2,"H1.2 linker histone, cluster member",ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,142710,,0,
HGNC:4718,H1-4,"H1.4 linker histone, cluster member",ndd_only,,T1,ndd_no_documented_epilepsy,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,642763,142220,MONDO:0044323,0,
HGNC:4713,H19,H19 imprinted maternally expressed transcript,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;panelapp_au_id,2128;231117;231127;231140;231144;654,103280,MONDO:0009331;MONDO:0016475;MONDO:0016477;MONDO:0016480;MONDO:0016481;MONDO:0019004,0,
HGNC:4733,H2AC6,H2A clustered histone 6,ndd_only,,T3,ndd_no_documented_epilepsy,2,g2p_dd;sysndd,,602794,,0,
HGNC:4761,H2BC11,H2B clustered histone 11,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,615044,,0,
HGNC:4778,H3-4,"H3.4 histone, cluster member",ndd_only,,T3,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_ge_id;sysndd,,602820,,0,
HGNC:4785,H4C11,H4 clustered histone 11,ndd_only,,T2,ndd_no_documented_epilepsy,5,g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd,,602826,,0,
HGNC:4789,H4C2,H4 clustered histone 2,ndd_only,,T3,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_ge_id;sysndd,,602829,,0,
HGNC:4787,H4C3,H4 clustered histone 3,ndd_only,,T1,ndd_no_documented_epilepsy,6,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,717854,602827,,0,
HGNC:4782,H4C4,H4 clustered histone 4,ndd_only,,T2,ndd_no_documented_epilepsy,3,panelapp_au_id;panelapp_ge_id;sysndd,,602823,,0,
HGNC:4790,H4C5,H4 clustered histone 5,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,717854,602830,,0,
HGNC:4783,H4C6,H4 clustered histone 6,ndd_only,,T2,ndd_no_documented_epilepsy,3,panelapp_au_id;panelapp_ge_id;sysndd,,602824,,0,
HGNC:4793,H4C9,H4 clustered histone 9,ndd_only,,T1,ndd_no_documented_epilepsy,4,orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,717854,602833,,0,
HGNC:4796,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;sysndd,521438,604521,MONDO:0020831,0,
HGNC:9639,HACD1,3-hydroxyacyl-CoA dehydratase 1,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,2020,610467,MONDO:0009711,0,
HGNC:17856,HACL1,2-hydroxyacyl-CoA lyase 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,604300,,0,
HGNC:4799,HADH,hydroxyacyl-CoA dehydrogenase,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,71212,601609,MONDO:0012382,0,
HGNC:4801,HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,243367;5;746,600890,MONDO:0012172;MONDO:0012173;MONDO:0016573,0,
