hgnc_id,symbol,gene_name,tier,domain,disputed,disputed_note,n_sources,sources,orphacodes,synonyms,omim_id,ensembl_gene_id,locus_group,ev_clingen,ev_g2p_dd,ev_orphadata_genes,ev_panelapp_au_epilepsy,ev_panelapp_au_id,ev_panelapp_ge_epilepsy,ev_panelapp_ge_id,ev_sfari,ev_sysndd,on_clingen,on_g2p_dd,on_genes4epilepsy,on_orphadata_genes,on_panelapp_au_epilepsy,on_panelapp_au_id,on_panelapp_ge_epilepsy,on_panelapp_ge_id,on_sfari,on_sysndd,pheno_clingen,pheno_g2p_dd,pheno_genes4epilepsy,pheno_panelapp_au_epilepsy,pheno_panelapp_au_id,pheno_panelapp_ge_epilepsy,pheno_panelapp_ge_id,simons_on_list,simons_list_version,simons_page_url,simons_report_url,on_simons_gene_list,el_tier,disorder,el_foundation,el_foundation_url,el_registry,el_registry_url,el_platforms,simons_enrolled,cords,therapeutics,fda_report,fda_report_url,on_epilepsylive_pag,gene_family,opathy,opathy_basis,on_opathy,pubmed_hits,pubmed_query,pubmed_as_of,on_pubmed_gene_counts,registries
HGNC:18518,RNASEH2A,ribonuclease H2 subunit A,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,51,RNASEHI;RNHIA;RNHL;AGS4,606034,ENSG00000104889,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,RNASEH2A-related type 1 interferonopathy,RNASEH2A-related Aicardi-Goutieres syndrome,"DEE, MCD",Aicardi-Goutieres syndrome 4 MIM#610333,"Aicardi-Goutieres syndrome 4, MIM# 610333","Aicardi-Goutieres syndrome 4, 610333","Aicardi-Goutieres syndrome 4, 610333; AICARDI-GOUTIERES SYNDROME 4",,,,,False,,,,,,,,,,,,,False,,,,False,65,"(""RNASEH2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:25671,RNASEH2B,ribonuclease H2 subunit B,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,51;689234,DLEU8;AGS2;FLJ11712,610326,ENSG00000136104,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,RNASEH2B-related type 1 interferonopathy,RNASEH2B-related Aicardi-Goutieres syndrome,"DEE, MCD","Aicardi-Goutieres syndrome 2, MIM# 610181","Aicardi-Goutieres syndrome 2, MIM# 610181","Aicardi-Goutieres syndrome 2, OMIM:610181","Aicardi-Goutieres syndrome 2, OMIM:610181",,,,,False,,,,,,,,,,,,,False,,,,False,81,"(""RNASEH2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:24116,RNASEH2C,ribonuclease H2 subunit C,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,51,AYP1;AGS3,610330,ENSG00000172922,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,RNASEH2C-related type 1 interferonopathy,RNASEH2C-related Aicardi-Goutieres syndrome,"DEE, MCD",Aicardi-Goutieres syndrome 3 (MIM# 610329),"Aicardi-Goutieres syndrome 3, MIM# 610329","Aicardi-Goutieres syndrome 3, 610329","Aicardi-Goutieres syndrome 3, 610329; AICARDI-GOUTIERES SYNDROME 3",,,,,False,,,,,,,,,,,,,False,,,,False,41,"(""RNASEH2C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:21686,RNASET2,ribonuclease T2,T1,ndd_with_epilepsy,False,,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,85136,RNASE6PL;FLJ10907;bA514O12.3,612944,ENSG00000026297,protein-coding gene,,definitive,Assessed,Green,Green,Green,Green,,Definitive,False,True,True,True,True,True,True,True,False,True,,"RNASET2-related leukoencephalopathy, cystic, without megalencephaly",DEE,"Leukoencephalopathy, cystic, without megalencephaly MIM#612951","Leukoencephalopathy, cystic, without megalencephaly, MIM# 612951","Leukoencephalopathy, cystic, without megalencephaly 612951","Leukoencephalopathy, cystic, without megalencephaly, 612951; LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY",,,,,False,,,,,,,,,,,,,False,,,,False,107,"(""RNASET2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:12974,RNF113A,ring finger protein 113A,T1,ndd_with_epilepsy,False,,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,33364,ZNF183;RNF113;Cwc24,300951,ENSG00000125352,protein-coding gene,,limited,Assessed,Green,Green,Green,Green,,Definitive,False,True,True,True,True,True,True,True,False,True,,RNF113A-related trichothiodystrophy,DEE,"Trichothiodystrophy 5, nonphotosensitive, MIM#300953","?Trichothiodystrophy 5, nonphotosensitive; OMIM #300953","Trichothiodystrophy 5, nonphotosensitive, OMIM:300953","Trichothiodystrophy 5, nonphotosensitive, OMIM:300953",,,,,False,,,,,,,,,,,,,False,,,,False,22,"(""RNF113A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:21150,RNF125,ring finger protein 125,T1,ndd_no_documented_epilepsy,False,,4,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd,,FLJ20456,610432,ENSG00000101695,protein-coding gene,,limited,,,Green,,Green,,Definitive,False,True,False,False,False,True,False,True,False,True,,RNF125-related intellectual disability and macrocephaly,,,Tenorio syndrome - MIM# 616260,,"Tenorio syndrome, 616260; Intellectual disability",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10057,RNF13,ring finger protein 13,T1,ndd_with_epilepsy,False,,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,544503,RZF,609247,ENSG00000082996,protein-coding gene,,strong,Assessed,Green,Green,Green,Green,,Definitive,False,True,True,True,True,True,True,True,False,True,,"RNF13-related congenital microcephaly, epileptic encephalopathy, blindness, and failure to thrive",DEE,"Epileptic encephalopathy, early infantile, 73, MIM#	618379","Epileptic encephalopathy, early infantile, 73	618379","Developmental and epileptic encephalopathy 73, OMIM:618379","Developmental and epileptic encephalopathy 73, OMIM:618379",,,,,False,,,,,,,,,,,,,False,,,,False,35,"(""RNF13""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:26661,RNF168,ring finger protein 168,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,420741,FLJ35794,612688,ENSG00000163961,protein-coding gene,Definitive,limited,Assessed,,,,Red,,Limited,True,True,False,True,False,False,False,True,False,True,RIDDLE syndrome,RNF168-related RIDDLE syndrome,,,,,"RIDDLE syndrome, 611943; Radiosensitivity-immunodeficiency-dysmorphic features-learning difficulties syndrome",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10061,RNF2,ring finger protein 2,T1,ndd_with_epilepsy,False,,6,orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,528084,BAP-1;BAP1;DING;HIPI3;RING1B;RING2,608985,ENSG00000121481,protein-coding gene,,,Assessed,Green,Green,Amber,Amber,,Limited,False,False,False,True,True,True,True,True,False,True,,,,"Lou-Schoch-Yamamoto syndrome , MIM#619460; epilepsy; intellectual disability; intrauterine growth retardation","Lou-Schoch-Yamamoto syndrome , MIM#619460; epilepsy; intellectual disability; intrauterine growth retardation","Luo-Schoch-Yamamoto syndrome, OMIM:619460; Luo-Schoch-Yamamoto syndrome, MONDO:0859171","Luo-Schoch-Yamamoto syndrome, OMIM:619460; Luo-Schoch-Yamamoto syndrome, MONDO:0859171",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:14539,RNF213,ring finger protein 213,T1,ndd_no_documented_epilepsy,False,,3,g2p_dd;orphadata_genes;sysndd,2573,C17orf27;KIAA1618;MYMY2;KIAA1554;NET57;ALO17,613768,ENSG00000173821,protein-coding gene,,moderate,Assessed,,,,,,Definitive,False,True,False,True,False,False,False,False,False,True,,RNF213-related moyamoya disease,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:25552,RNF220,ring finger protein 220,T1,ndd_no_documented_epilepsy,False,,3,panelapp_au_id;panelapp_ge_id;sysndd,,C1orf164;FLJ10597,616136,ENSG00000187147,protein-coding gene,,,,,Green,,Amber,,Definitive,False,False,False,False,False,True,False,True,False,True,,,,,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy, MIM# 619688; Leukodystrophy; CNS hypomyelination; Ataxia; Intellectual disability; Sensorineural hearing impairment; Elevated hepatic transaminases; Hepatic fibrosis; Dilated cardiomyopathy; Spastic paraplegia; Dysarthria; Abnormality of the corpus callosum",,"Intellectual disability, MONDO:0001071",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:25905,RNFT2,"ring finger protein, transmembrane 2",T1,ndd_no_documented_epilepsy,False,,1,sysndd,,TMEM118;FLJ14627,620254,ENSG00000135119,protein-coding gene,,,,,,,,,Definitive,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10074,RNH1,ribonuclease/angiogenin inhibitor 1,T1,ndd_with_epilepsy,False,,4,g2p_dd;panelapp_au_epilepsy;panelapp_au_id;sysndd,,RNH;RAI,173320,ENSG00000023191,protein-coding gene,,moderate,,Green,Red,,,,Definitive,False,True,False,False,True,True,False,False,False,True,,RNH1-related susceptibility to infection-related encephalopathy,,"Encephalopathy, acute, infection-induced, susceptibility to, 12 MIM#620461","Neurodevelopmental disorder, MONDO:0700092, RNH1-related",,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:18666,RNPC3,"RNA binding region (RNP1, RRM) containing 3",T1,ndd_no_documented_epilepsy,False,,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,231662,KIAA1839;FLJ20008;RBM40;SNRNP65,618016,ENSG00000185946,protein-coding gene,,definitive,Assessed,,Green,,Amber,,Definitive,False,True,False,True,False,True,False,True,False,True,,RNPC3-related growth hormone deficiency and short stature,,,Growth hormone deficiency; Intellectual disability,,"Pituitary hormone deficiency, combined or isolated, 7, OMIM:618160",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10152,RNU2-2,"RNA, U2 small nuclear 2",T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,,RNU2B;RNU2-2P;U2,621238,ENSG00000222328,non-coding RNA,Strong,strong,,Green,Green,Green,Green,1,Definitive,True,True,True,False,True,True,True,True,True,True,developmental and epileptic encephalopathy 119,RNU2-2-related neurodevelopmental disorder with seizures and hyperventilation,DEE,"Developmental and epileptic encephalopathy 119, MIM# 621304","Developmental and epileptic encephalopathy 119, MIM# 621304","Developmental and epileptic encephalopathy 119, OMIM:621304","Developmental and epileptic encephalopathy 119, OMIM:621304",,,,,False,,,,,,,,,,,,,False,,,,False,5,"(""RNU2-2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:10193,RNU4-2,"RNA, U4 small nuclear 2",T1,ndd_with_epilepsy,False,,10,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,686488;791,RNU4C;RNU4-1B;RNU4B1;U4c;U4b;U4A,620823,ENSG00000202538,non-coding RNA,Strong,strong,Assessed,Green,Green,Green,Green,1,Definitive,True,True,True,True,True,True,True,True,True,True,"neurodevelopmental disorder with hypotonia, brain anomalies, distinctive facies, and absent language",RNU4-2-related neurodevelopmental disorder with distinct white matter changes; RNU4-2-related neurodevelopmental disorder with microcephaly and seizures (ReNU syndrome),DEE,"Neurodevelopmental disorder with hypotonia, brain anomalies, distinctive facies, and absent language, MIM# 620851","Neurodevelopmental disorder with hypotonia, brain anomalies, distinctive facies, and absent language, MIM# 620851","ReNU syndrome, OMIM:620851","ReNU syndrome, OMIM:620851",,,,,False,,,,,,,,,,,,,False,,,,False,22,"(""RNU4-2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:34016,RNU4ATAC,"RNA, U4atac small nuclear",T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,1824;2636;353298,RNU4ATAC1;U4atac,601428,ENSG00000264229,non-coding RNA,Definitive,definitive,Assessed,Green,Green,Amber,Amber,,Definitive,True,True,True,True,True,True,True,True,False,True,RNU4ATAC spectrum disorder,RNU4ATAC-related microcephalic osteodysplastic primordial dwarfism,DEE,"Microcephalic osteodysplastic primordial dwarfism, type I (MIM# 210710); Roifman syndrome (MIM# 616651); Lowry-Wood syndrome, MIM# 226960","Microcephalic osteodysplastic primordial dwarfism, type I, MIM#210710; Roifman syndrome, MIM#616651","Microcephalic osteodysplastic primordial dwarfism, type I, OMIM:210710","Lowry-Wood syndrome, OMIM:226960; Microcephalic osteodysplastic primordial dwarfism, type I, OMIM:210710; Roifman syndrome, OMIM:616651",,,,,False,,,,,,,,,,,,,False,,,,False,37,"(""RNU4ATAC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:10212,RNU5B-1,"RNA, U5B small nuclear 1",T1,ndd_with_epilepsy,False,,7,clingen;g2p_dd;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,,RNU5B;U5B1,621090,ENSG00000200156,non-coding RNA,Strong,moderate,,,Green,Green,Green,1,Definitive,True,True,False,False,False,True,True,True,True,True,RNU5B-1 related neurodevelopmental disorder with seizures and joint laxity,RNU5B-1-related neurodevelopmental disorder with abnormal brain imaging and congenital anomalies,,,"Neurodevelopmental disorder with seizures and joint laxity, MIM# 621302","Neurodevelopmental disorder with seizures and joint laxity, OMIM:621302; RNU5B-1 related neurodevelopmental disorder with seizures and joint laxity, MONDO:1060179","Neurodevelopmental disorder with seizures and joint laxity, OMIM:621302; RNU5B-1 related neurodevelopmental disorder with seizures and joint laxity, MONDO:1060179",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:34017,RNU6ATAC,"RNA, U6atac small nuclear",T1,ndd_with_epilepsy,False,,5,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,,RNU6ATAC1,601429,ENSG00000221676,non-coding RNA,,,,Green,Green,Amber,Amber,,Limited,False,False,False,False,True,True,True,True,False,True,,,,"Mendez-Johnson immunoneurologic syndrome, MIM# 621585","Mendez-Johnson immunoneurologic syndrome, MIM# 621585","Seizure, HP:0001250; neurodevelopmental disorder, MONDO:0700092; Immune dysregulation, HP:0002958; neonatal diabetes mellitus, MONDO:0016391","neurodevelopmental disorder, MONDO:0700092; Immune dysregulation, HP:0002958; neonatal diabetes mellitus, MONDO:0016391",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:34033,RNU7-1,"RNA, U7 small nuclear 1",T1,ndd_no_documented_epilepsy,False,,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,51,RNU7;U7.1,617876,ENSG00000238923,non-coding RNA,Moderate,,Assessed,,Green,,Green,,,True,False,False,True,False,True,False,True,False,False,RNU7-1-related type 1 interferonopathy,,,,"Aicardi-Goutieres syndrome 9, MIM# 619487",,"Aicardi-Goutieres syndrome 9, OMIM:619487; Type I interferonopathy",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10249,ROBO1,roundabout guidance receptor 1,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,95496,DUTT1;FLJ21882;SAX3,602430,ENSG00000169855,protein-coding gene,Limited,moderate,Assessed,,Green,,Green,,Definitive,True,True,False,True,False,True,False,True,False,True,congenital heart disease,ROBO1-related neurooculorenal syndrome,,,"Neurooculorenal syndrome, MIM# 620305",,"Intellectual disability, MONDO:0001071; Neurooculorenal syndrome, OMIM:620305",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:13433,ROBO3,roundabout guidance receptor 3,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,2744,HGPPS;RBIG1;FLJ21044;HGPS,608630,ENSG00000154134,protein-coding gene,Definitive,definitive,Assessed,,,,Red,,Limited,True,True,False,True,False,False,False,True,False,True,"gaze palsy, familial horizontal, with progressive scoliosis 1",ROBO3-related familial horizontal gaze palsy with progressive scoliosis,,,,,"Gaze palsy, horizontal, with progressive scoliosis, 607313",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:17985,ROBO4,roundabout guidance receptor 4,T1,ndd_no_documented_epilepsy,False,,3,clingen;g2p_dd;orphadata_genes,402075,FLJ20798;MRB;ECSM4,607528,ENSG00000154133,protein-coding gene,Moderate,strong,Assessed,,,,,,,True,True,False,True,False,False,False,False,False,False,aortic valve disease 3,ROBO4-related bicuspid aortic valve and aortic aneurysm,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:29478,ROGDI,rogdi atypical leucine zipper,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,1946,FLJ22386;ROGD1;RAV2,614574,ENSG00000067836,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,amelocerebrohypohidrotic syndrome,ROGDI-related Kohlschutter-Tonz syndrome,DEE,"Kohlschutter-Tonz syndrome, MIM# 226750","Kohlschutter-Tonz syndrome, MIM# 226750",Kohlschutter-Tonz syndrome 226750,"Kohlschutter-Tonz syndrome, 226750; KOHLSCH TTER-T _NZ SYNDROME",,,,,False,2,Kohlschütter-Tönz Syndrome,"Kohlschütter-Tönz Syndrome Foundation (small, international)",,Academic cohorts (Univ. of Bern),,Academic only; Sanford CoRDS (umbrella),No,Umbrella,Preclinical only,,,True,,,,True,27,"(""ROGDI""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,"[{""platform"": ""Academic study"", ""registry_name"": """", ""registry_url"": """", ""platform_url"": """", ""platform_basis"": ""platform description"", ""notes"": """"}, {""platform"": ""Sanford CoRDS"", ""registry_name"": """", ""registry_url"": """", ""platform_url"": ""https://research.sanfordhealth.org/rare-disease-registry"", ""platform_basis"": ""platform description"", ""notes"": ""registered under an umbrella entry""}]"
HGNC:10257,ROR2,ROR family WNT receptor 2,T1,ndd_no_documented_epilepsy,False,,4,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,1507;572385,NTRKR2;BDB;BDB1,602337,ENSG00000169071,protein-coding gene,,definitive,Assessed,,Green,,Red,,,False,True,False,True,False,True,False,True,False,False,,ROR2-related Robinow syndrome; ROR2-related brachydactyly,,,"Robinow syndrome, autosomal recessive, MIM#268310",,"Brachydactyly, type B1, OMIM:113000 (AD); Robinow syndrome, autosomal recessive, OMIM:268310 (AR)",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10258,RORA,RAR related orphan receptor A,T1,ndd_with_epilepsy,False,,9,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,528084,RZRA;ROR1;ROR2;ROR3;NR1F1;ROR-alpha;RORalpha;RORa1;RORα,600825,ENSG00000069667,protein-coding gene,,strong,Assessed,Green,Green,Green,Green,,Definitive,False,True,True,True,True,True,True,True,True,True,,RORA-related intellectual disability,"GGE, DEE","Intellectual developmental disorder with or without epilepsy or cerebellar ataxia, MIM# 618060","Intellectual developmental disorder with or without epilepsy or cerebellar ataxia, MIM#618060","Intellectual developmental disorder with or without epilepsy or cerebellar ataxia,	618060","Intellectual developmental disorder with or without epilepsy or cerebellar ataxia, 618060",,,,,False,,,,,,,,,,,,,False,,,,False,350,"(""RORA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:10259,RORB,RAR related orphan receptor B,T1,ndd_with_epilepsy,False,,8,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,,RZRB;NR1F2;ROR-BETA;RORβ;RZR-BETA,601972,ENSG00000198963,protein-coding gene,Definitive,strong,,Green,,Green,Red,1,Definitive,True,True,True,False,True,False,True,True,True,True,complex neurodevelopmental disorder,RORB-related epilepsy and neurodevelopmental disorder,"GGE, DEE","{Epilepsy, idiopathic generalized, susceptibility to, 15} (MIM#618357), AD; Genetic generalized epilepsy (GGE); Photosensitive generalized and occipital epilepsy",,"{Epilepsy, idiopathic generalized, susceptibility to, 15}, OMIM:618357","{Epilepsy, idiopathic generalized, susceptibility to, 15}, OMIM:618357",yes,2024-11,,,True,3,,,,,,,,,,,,True,,,,True,88,"(""RORB""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:10294,RPE65,retinoid isomerohydrolase RPE65,T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,364055;65;791,RP20;LCA2;rd12;BCO3,180069,ENSG00000116745,protein-coding gene,Definitive;Strong,definitive,Assessed,,,,Red,,,True,True,False,True,False,False,False,True,False,False,RPE65-related dominant retinopathy; RPE65-related recessive retinopathy,RPE65-related Leber congenital amaurosis,,,,,"Leber congenital amaurosis 2, 204100; Retinitis pigmentosa 20, 613794",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10295,RPGR,retinitis pigmentosa GTPase regulator,T1,ndd_no_documented_epilepsy,False,,3,clingen;orphadata_genes;panelapp_ge_id,1872;244;247522;49382;791,CRD;RP3;RP15;COD1;CORDX1,312610,ENSG00000156313,protein-coding gene,Definitive,,Assessed;Not yet assessed,,,,Red,,,True,False,False,True,False,False,False,True,False,False,RPGR-related retinopathy,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:13436,RPGRIP1,RPGR interacting protein 1,T1,ndd_no_documented_epilepsy,False,,4,g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,1872;564;65,RPGRIP;RGI1;LCA6;CORD13,605446,ENSG00000092200,protein-coding gene,,definitive,Assessed;Not yet assessed,,,,Red,,Limited,False,True,False,True,False,False,False,True,False,True,,RPGRIP1-related Leber congenital amaurosis; RPGRIP1-related retinal dystrophy,,,,,"Leber congenital amaurosis 6, 613826; Cone-rod dystrophy 13, 608194",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:29168,RPGRIP1L,RPGRIP1 like,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,1454;220497;564,KIAA1005;CORS3;JBTS7;MKS5;NPHP8;FTM;PPP1R134,610937,ENSG00000103494,protein-coding gene,Definitive,definitive,Assessed,,Green,,Green,,Definitive,True,True,False,True,False,True,False,True,False,True,ciliopathy,RPGRIP1L-related Meckel syndrome,,,"Joubert syndrome 7, MIM# 611560; Meckel syndrome 5, MIM# 611561",,"Joubert syndrome 7, 611560Meckel syndrome 5, 611561COACH syndrome, 216360; COACH SYNDROME (COACHS)",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:17056,RPH3A,rabphilin 3A,T1,ndd_with_epilepsy,False,,7,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd,716903,KIAA0985;rabphilin;exophilin-1,612159,ENSG00000089169,protein-coding gene,,limited,Assessed,Green,Green,,,3,Definitive,False,True,True,True,True,True,False,False,True,True,,RPH3A-related neurodevelopmental disorder,DEE,"Neurodevelopmental disorder (MONDO#0700092), RPH3A-related","Neurodevelopmental disorder (MONDO#0700092), RPH3A-related",,,,,,,False,,,,,,,,,,,,,False,,,,False,23,"(""RPH3A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:10297,RPIA,ribose 5-phosphate isomerase A,T1,ndd_with_epilepsy,False,,7,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,440706,,180430,ENSG00000153574,protein-coding gene,,,Assessed,Amber,Green,Amber,Green,,Limited,False,False,True,True,True,True,True,True,False,True,,,"DEE, MCD","Ribose 5-phosphate isomerase deficiency, MIM 608611","Ribose 5-phosphate isomerase deficiency, MIM 608611","Ribose 5-phosphate isomerase deficiency, OMIM:608611","Ribose 5-phosphate isomerase deficiency, OMIM:608611",,,,,False,,,,,,,,,,,,,False,,,,False,107,"(""RPIA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:10298,RPL10,ribosomal protein L10,T1,ndd_no_documented_epilepsy,False,,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,435938;459070,NOV;QM;DXS648E;DXS648;FLJ23544;L10;uL16,312173,ENSG00000147403,protein-coding gene,Definitive,definitive,Assessed,,Green,,Green,2,Definitive,True,True,False,True,False,True,False,True,True,True,X-linked syndromic intellectual disability,RPL10-related syndromic intellectual developmental disorder,,,"Mental retardation, X-linked, syndromic, 35 (MIM#300998)",,"Intellectual developmental disorder, X-linked syndromic 35, OMIM:300998",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10301,RPL11,ribosomal protein L11,T1,ndd_no_documented_epilepsy,False,,3,g2p_dd;orphadata_genes;panelapp_au_id,124,L11;uL5,604175,ENSG00000142676,protein-coding gene,,definitive,Assessed,,Red,,,,,False,True,False,True,False,True,False,False,False,False,,RPL11-related Diamond-Blackfan anemia with cleft palate and abnormal thumbs,,,"Diamond-Blackfan anemia 7, MIM#612562",,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:10402,RPS19,ribosomal protein S19,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,124,LOH19CR1;S19;eS19;DBA,603474,ENSG00000105372,protein-coding gene,Definitive,definitive,Assessed,,Red,,Red,,,True,True,False,True,False,True,False,True,False,False,Diamond-Blackfan anemia,RPS19-related Diamond-Blackfan anemia,,,"Diamond-Blackfan anemia 1, MIM#105650",,"Diamond-Blackfan anemia 1, 105650",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
