hgnc_id,symbol,tier,domain,sources
HGNC:2232,COPB2,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:25223,COQ2,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:19693,COQ4,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:28722,COQ5,T1,ndd_with_epilepsy,clingen;g2p_dd;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:20233,COQ6,T1,ndd_with_epilepsy,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy
HGNC:2244,COQ7,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sysndd
HGNC:16812,COQ8A,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:25302,COQ9,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2252,CORO1A,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id;sfari
HGNC:2260,COX10,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2261,COX11,T1,ndd_with_epilepsy,clingen;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id
HGNC:2263,COX15,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:20213,COX16,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:26970,COX20,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id;sysndd
HGNC:2280,COX6B1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2291,COX7B,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:7687,COXFA4,T1,ndd_no_documented_epilepsy,clingen;panelapp_au_id;sysndd
HGNC:2295,CP,T1,ndd_with_epilepsy,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id
HGNC:23228,CPAMD8,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:17272,CPAP,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2303,CPE,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:25801,CPLANE1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2309,CPLX1,T1,ndd_with_epilepsy,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2326,CPSF3,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2328,CPT1A,T1,ndd_with_epilepsy,clingen;orphadata_genes;panelapp_au_epilepsy;sysndd
HGNC:2330,CPT2,T1,ndd_with_epilepsy,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;sfari
HGNC:2340,CRADD,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2343,CRB1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:18688,CRB2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:30185,CRBN,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:14312,CRIPT,T1,ndd_with_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:16148,CRLS1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;panelapp_au_id;sysndd
HGNC:15762,CRNKL1,T1,ndd_with_epilepsy,genes4epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:37276,CRPPA,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2383,CRX,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2388,CRYAA,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2389,CRYAB,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes
HGNC:2394,CRYBA1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2396,CRYBA4,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2397,CRYBB1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2398,CRYBB2,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2400,CRYBB3,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2410,CRYGC,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2411,CRYGD,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:29905,CSDE1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2433,CSF1R,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2435,CSF2RA,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_ge_id
HGNC:24290,CSGALNACT1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sysndd
HGNC:14026,CSMD1,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd
HGNC:2454,CSNK1G1,T1,ndd_with_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:26193,CSPP1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2481,CSTA,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes
HGNC:2482,CSTB,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2494,CTBP1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:26169,CTC1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:13723,CTCF,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2498,CTDP1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2510,CTNNA2,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:2515,CTNND1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2516,CTNND2,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2518,CTNS,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2519,CTPS1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sfari
HGNC:16850,CTR9,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9251,CTSA,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2529,CTSD,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2531,CTSF,T1,ndd_with_epilepsy,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id
HGNC:2536,CTSK,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:28005,CTU2,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2551,CUL1,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;sysndd
HGNC:2555,CUL4B,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:21024,CUL7,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id;sfari
HGNC:2557,CUX1,T1,ndd_with_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:19347,CUX2,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:10664,CWC27,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:25613,CWF19L1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2873,CYB5R3,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2579,CYC1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:2597,CYP1B1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2602,CYP24A1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes
HGNC:20581,CYP26B1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sysndd
HGNC:2605,CYP27A1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:20582,CYP2U1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2652,CYP7B1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_ge_id
HGNC:28358,D2HGDH,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2666,DAG1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:1165,DAGLA,T1,ndd_no_documented_epilepsy,panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2673,DAP3,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_ge_id;sysndd
HGNC:25538,DARS2,T1,ndd_with_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2698,DBT,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:25784,DCAF17,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2701,DCC,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sfari;sysndd
HGNC:18141,DCDC2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;sysndd
HGNC:13681,DCHS1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:29812,DCPS,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2717,DDB1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2718,DDB2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2719,DDC,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:19714,DDHD1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:29106,DDHD2,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2728,DDOST,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2731,DDR2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:2740,DDX17,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:17347,DDX23,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:13917,DDX39B,T1,ndd_with_epilepsy,genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:18674,DDX41,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id
HGNC:25360,DDX59,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2747,DDX6,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:13709,DEGS1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:11350,DENND2B,T1,ndd_with_epilepsy,genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd
HGNC:19344,DENND5A,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:28338,DENND5B,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:18423,DEPDC5,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:2843,DGAT1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes
HGNC:2859,DHCR24,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:2860,DHCR7,T1,ndd_with_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:2861,DHFR,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2867,DHODH,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2869,DHPS,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:18399,DHRSX,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id
HGNC:23537,DHTKD1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:17210,DHX37,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2750,DHX9,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2876,DIAPH1,T1,ndd_with_epilepsy,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:17098,DICER1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sysndd
HGNC:29150,DIP2C,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd
HGNC:28648,DIS3L2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2890,DKC1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2896,DLAT,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2898,DLD,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2902,DLG3,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2908,DLL1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:2909,DLL3,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2910,DLL4,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id;sysndd
HGNC:2928,DMD,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2932,DMP1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:2933,DMPK,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:2938,DMXL2,T1,ndd_with_epilepsy,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:16725,DNAAF11,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:32700,DNAAF19,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:30492,DNAAF3,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:21493,DNAAF4,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:26013,DNAAF5,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:28570,DNAAF6,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:2945,DNAH14,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2946,DNAH17,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sfari
HGNC:2950,DNAH5,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:2953,DNAH9,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:28908,DNAJC12,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:30528,DNAJC19,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:2974,DNM2,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_ge_id
HGNC:2976,DNMT1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_ge_id
HGNC:2979,DNMT3B,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:23483,DOCK11,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_ge_id
HGNC:2988,DOCK2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:2989,DOCK3,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:19192,DOCK4,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:19189,DOCK6,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:19190,DOCK7,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:19191,DOCK8,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:28662,DOHH,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:26594,DOK7,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id
HGNC:23406,DOLK,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:2993,DONSON,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_ge_id;sysndd
HGNC:21194,DOP1A,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd
HGNC:24948,DOT1L,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;sfari;sysndd
HGNC:2995,DPAGT1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9964,DPF2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:3003,DPH1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:24270,DPH5,T1,ndd_with_epilepsy,clingen;g2p_dd;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:3005,DPM1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:3006,DPM2,T1,ndd_with_epilepsy,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:3007,DPM3,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:3010,DPP6,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:3012,DPYD,T1,ndd_with_epilepsy,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:3013,DPYS,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:20637,DPYSL5,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:24245,DRC1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:29937,DRC2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:4166,DRC4,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:3039,DSCAM,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:21144,DSE,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id
HGNC:3048,DSG1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes
HGNC:3052,DSP,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;sysndd
HGNC:3054,DSPP,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:1090,DST,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_ge_id;sfari;sysndd
HGNC:29043,DSTYK,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:17328,DTNBP1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sysndd
HGNC:3061,DTYMK,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:3084,DVL1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:3087,DVL3,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id;sfari;sysndd
HGNC:21317,DYM,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
