hgnc_id,orphacodes
HGNC:4827,2132;2133;231214;231222;231226;231237;231242;232;247511;251365;251370;251375;251380;330041;46532;695140;695147;699822;700090;700107;700111;715125;715128;715135;715140;715143;715157;90039
HGNC:4837,2556
HGNC:4839,369962;777
HGNC:4845,36387;442835
HGNC:14063,1001
HGNC:13315,199;3459
HGNC:29853,726695
HGNC:26361,210548;2478
HGNC:4867,457359
HGNC:4868,329195
HGNC:4877,226307;3157;478;95494;95496
HGNC:4878,309178;309185;309192
HGNC:4879,309155;309162;309169
HGNC:4886,443057;443062;465508;586;648581
HGNC:4892,56
HGNC:26527,791;79271
HGNC:4908,88639
HGNC:26938,495844
HGNC:4912,324442
HGNC:4916,567
HGNC:4921,178469
HGNC:4887,648581;79230
HGNC:4922,90031;99953
HGNC:4976,79242
HGNC:4982,79276
HGNC:5009,276148;397590;94063;99970;99971
HGNC:5005,20
HGNC:5008,35701
HGNC:5013,562509;586
HGNC:5017,157962
HGNC:11621,319303;324575;404511;552
HGNC:11630,1309;2578;261265;93111;93172;93173;97363;97364
HGNC:5024,263455;544628;552
HGNC:5028,88616
HGNC:5035,528084
HGNC:5037,55596
HGNC:5041,662207
HGNC:5042,662198
HGNC:5044,352665;453504
HGNC:5047,662189
HGNC:5048,238769
HGNC:25155,93600
HGNC:5099,69737;69739
HGNC:5102,2438;2957
HGNC:5144,99657
HGNC:5147,2118;69723
HGNC:28242,631076;641353
HGNC:5157,510;79233
HGNC:5163,231500
HGNC:15597,231512
HGNC:15844,231500
HGNC:17022,231512
HGNC:18817,231512
HGNC:5193,528084
HGNC:5209,320
HGNC:4800,391428;391457;85295
HGNC:5213,300;642945;642976
HGNC:18324,79301
HGNC:5246,139525;99940
HGNC:30171,139525;476093;99945
HGNC:5261,100994;280288
HGNC:5273,1606;1865;800
HGNC:14348,2828;505208
HGNC:4851,248111;399;528084
HGNC:30892,528084
HGNC:24587,85163
HGNC:19368,244
HGNC:5330,541423
HGNC:29685,436174;506
HGNC:27302,363424;468661
HGNC:5351,695183
HGNC:5383,163634;251589;251598;251601;251604;251627;251630;251656;251663;296;726004;79315;86845
HGNC:5389,217085;217093
HGNC:5391,93473;93474;93476
HGNC:18550,306558
HGNC:18873,51;689231;85191
HGNC:13556,1515;93268
HGNC:29077,140969;474;65;730;791
HGNC:30391,110;140969;474;791
HGNC:18626,110
HGNC:17861,3156;93269
HGNC:21424,110;137893;475
HGNC:29262,474;93268;93271
HGNC:5464,73272
HGNC:5465,73273
HGNC:5466,2128;231117;231140;231144;397590
HGNC:5541,33110
HGNC:5542,443073;98920
HGNC:5960,397787;700205
HGNC:5961,464;69088;699605;98813
HGNC:13176,317473;36426;585909;695172;697414
HGNC:5964,238569
HGNC:5965,238569
HGNC:5967,284149
HGNC:5996,777
HGNC:6006,357329
HGNC:6008,169100;85408;85410
HGNC:6010,276;39041
HGNC:6024,169154;39041
HGNC:28741,90636
HGNC:6052,65;791
HGNC:6053,98808
HGNC:6055,791;99000
HGNC:18362,791;99000
HGNC:23791,656;93114
HGNC:21474,1454;220493;475;75858
HGNC:33882,662184
HGNC:6080,2746;3144
HGNC:6081,552;99885
HGNC:6091,2297;263458;508;769
HGNC:17870,3156;93591
HGNC:9853,60030
HGNC:28949,3156;65
HGNC:29112,88616
HGNC:29059,217377;397933
HGNC:14282,597623
HGNC:6119,3452;726442;726452;726479
HGNC:6121,1300;141291;199302;199306;708014;888;99798
HGNC:14361,314555
HGNC:28660,569274
HGNC:19857,457406
HGNC:29882,43115
HGNC:6132,93930
HGNC:13890,228426
HGNC:6138,140957;849;853
HGNC:6139,306504
HGNC:6156,140957;849;853
HGNC:6171,538963
HGNC:6176,457375
HGNC:6180,1065;208513;98769
HGNC:6182,730318;730332
HGNC:6183,178469
HGNC:6186,33
HGNC:6190,574957;667662
HGNC:6193,35078
HGNC:15532,306547
HGNC:6196,528084
HGNC:12313,567;91352
HGNC:14202,154
HGNC:24565,363958;363965
HGNC:6215,254334;3240;652532;90636
HGNC:5275,726684
HGNC:13013,370026;457193
HGNC:17933,528084
HGNC:6217,89844
HGNC:29068,475
HGNC:37227,171439
HGNC:6218,1934;199326;37612;972;98809
HGNC:6220,442835
HGNC:6231,442835
HGNC:6233,435438
HGNC:6234,442835
HGNC:6235,98768
HGNC:6250,3473;420561
HGNC:6254,442835
HGNC:6255,620220
HGNC:6257,276580;276603;552;79134;79644;99885;99886;99989
HGNC:6259,364055;65;91496
HGNC:6267,435628
HGNC:6278,275777
HGNC:6279,598603
HGNC:6283,166108
HGNC:6284,664438;79137
HGNC:6292,3473
HGNC:6296,140927;178469;1949;293181;306;439218
HGNC:6297,1949;306;307
HGNC:6298,90635
HGNC:6299,178469
HGNC:18865,293181;98784
HGNC:19698,209932
HGNC:18249,2036
HGNC:21957,263516;699708
HGNC:26624,1810
HGNC:29079,189427;477993
HGNC:13610,528084;717812;717841
HGNC:1337,633004
HGNC:29136,528084
HGNC:18039,178469;88616
HGNC:11114,85279
HGNC:12637,2322
HGNC:29012,528084
HGNC:6307,3303
HGNC:4021,316;317
HGNC:19960,397715;475
HGNC:22219,251615;791
HGNC:29508,521390
HGNC:6388,2526
HGNC:19181,2512;439897
HGNC:888,101010;662367;970
HGNC:19349,45358;994
HGNC:6323,100991;324611
HGNC:30497,166024;2189;2754;36
HGNC:23419,66629
HGNC:6342,102724;158766;158769;158772;158775;158778;280785;280794;2884;44890;566393;566396;79455;842;90389;98829;98834;98849
HGNC:15865,791
HGNC:6354,300525
HGNC:30372,171430
HGNC:15646,157820;603684;603689;603694;791
HGNC:6371,749
HGNC:7132,319182;402017;585918;589534;589595;98831;98835
HGNC:15840,528084;589618
HGNC:13726,261652
HGNC:7133,2322;589856
HGNC:18541,528084
HGNC:24283,684226
HGNC:6383,483;599418
HGNC:24054,2512
HGNC:6404,397612
HGNC:1573,221061
HGNC:6469,521438;79155
HGNC:6470,1497;2182;2466;306617
HGNC:20499,79314
HGNC:26058,2065
HGNC:6481,370022
HGNC:6482,258;565837
HGNC:6485,521450;656;716903
HGNC:6486,352682;662229
HGNC:6487,2670;98915
HGNC:6501,34587
HGNC:6511,370968;588;899
HGNC:24912,319671
HGNC:6512,370088
HGNC:17095,528091;642945;642976
HGNC:25726,3459;404521
HGNC:18874,504523
HGNC:31923,364055;65
HGNC:6524,280142
HGNC:6529,720371
HGNC:6547,391665
HGNC:18640,391665
HGNC:6556,280
HGNC:6572,101046;1934
HGNC:21253,90636
HGNC:16429,401859
HGNC:6597,3206
HGNC:6600,298
HGNC:6601,99812
HGNC:30922,88616
HGNC:6617,75233;75234
HGNC:6621,435660
HGNC:29569,401862
HGNC:16841,101083
HGNC:6631,35909
HGNC:19263,88616
HGNC:23038,79284
HGNC:25287,528084
HGNC:6636,154;157973;1662;168796;2229;2348;280365;293888;293899;293910;300751;363618;54260;675396;740;79084;79474;90153;98853;98855;98856
HGNC:6637,2514;99027
HGNC:6638,457265;79087
HGNC:6648,154
HGNC:6649,171430;171436
HGNC:6654,2613;2614;495818
HGNC:9479,1458;2140;79243
HGNC:6664,91387
HGNC:26521,90636
HGNC:13345,99845
HGNC:14450,77297
HGNC:6685,364055;65;791
HGNC:1742,445018
HGNC:6694,2143
HGNC:6696,3152;3258;716825
HGNC:6697,178377;2783;2788;2790;2924;3416;498481;891;90050
HGNC:15714,70472
HGNC:18618,2828;411602
HGNC:25135,300319
HGNC:25033,90636
HGNC:6708,1366;2850;55654;98994
HGNC:6714,90349
HGNC:6715,238763;3449;98976
HGNC:28072,1460
HGNC:1968,167;352723
HGNC:6741,110
HGNC:6742,251576;251579;2678;648;93921
HGNC:6757,495875
HGNC:6758,424099
HGNC:13664,572013
HGNC:6766,528084;686495
HGNC:6776,1272;1377;98984;98989
HGNC:6783,459056
HGNC:16353,570371
HGNC:6814,177901;177904;177910;398069;98754;994
HGNC:6816,791
HGNC:6819,397964;52417
HGNC:6823,397941;88616
HGNC:6826,309282;309288
HGNC:6827,528084
HGNC:6831,118
HGNC:6833,3057;727719
HGNC:6836,90635;98892
HGNC:6842,1340;638
HGNC:17797,2020;488232
HGNC:6871,261330
HGNC:6884,528084
HGNC:29536,93589;93592
HGNC:6891,2505
HGNC:3332,528084
HGNC:25133,314603;447954
HGNC:26401,90636
HGNC:6901,293843
HGNC:6903,168598
HGNC:6912,600;803
HGNC:29140,199
HGNC:6913,29072;726703
HGNC:20444,178469;228402
HGNC:15505,88616
HGNC:15455,216796;216812;216820;2273;2340;659;85284
HGNC:6936,6
HGNC:6937,6
HGNC:16732,308425
HGNC:18451,35909
HGNC:40050,244
HGNC:21484,444048
HGNC:13356,578
HGNC:6954,2512
HGNC:19835,442835
HGNC:6971,29072
HGNC:3498,402020;71289
HGNC:6990,1762;209370;3077;3095;536;777;778
HGNC:11957,1415;293707;776;777;93932
HGNC:16050,528084
HGNC:22474,528084
HGNC:22962,216718;369891
HGNC:2375,402364
HGNC:2372,88616
HGNC:2377,726677
HGNC:6996,228384;576227;664416
HGNC:6998,117;3243;329967;342
HGNC:14575,254525;254528;254531;254534;96184;96334
HGNC:29634,439212
HGNC:3233,65759
HGNC:7001,261190;652514
HGNC:7010,2965;314786;314790;652;97279;99725;99879
HGNC:7027,791
HGNC:26988,88616
HGNC:25006,2512
HGNC:24858,485421
HGNC:16877,2398;64751;90118;90120;99947
HGNC:25897,2512
HGNC:28486,1872;228366
HGNC:7045,79329
HGNC:16205,352447
HGNC:7060,664377;85202
HGNC:33702,67047
HGNC:1530,401768
HGNC:7095,2745
HGNC:33914,90636
HGNC:7102,319487;728514
HGNC:7105,293822;319298;404511;42665;618;895;897
HGNC:7108,110;2473
HGNC:7121,110;220493;475;564
HGNC:17082,2478
HGNC:7150,943
HGNC:18871,79310
HGNC:19331,79311
HGNC:24525,79282
HGNC:25221,308380;308442;79283
HGNC:7154,495274;497757;497764;69063
HGNC:7526,289916;79312
HGNC:7180,251679;263662;693549
HGNC:18234,93602
HGNC:7190,308386
HGNC:7193,308393
HGNC:24862,79330
HGNC:23573,466768
HGNC:21606,447784
HGNC:7207,79323
HGNC:7208,269505
HGNC:7216,79319
HGNC:13937,728467
HGNC:7217,3318;71493;726047;824
HGNC:16002,33364
HGNC:7224,255229
HGNC:7225,100046;101082;3115;324585;538574;64748;99942;99943
HGNC:3496,90636
HGNC:7227,648
HGNC:16650,352563
HGNC:14508,137908;243
HGNC:25544,528084
HGNC:7370,730261
HGNC:10545,488168
HGNC:7373,504530
HGNC:27375,90636
HGNC:29678,502423
HGNC:7392,1541;251290;60015
HGNC:7414,104;225154;254913;255210;320360;397750;644
HGNC:7419,104;254905;550;90641;99845
HGNC:7421,254905;550
HGNC:7422,104;254905;550;99845
HGNC:7427,104;137675;1460
HGNC:7455,104;255210;2609;550
HGNC:7458,255210;2609;99718
HGNC:7459,104;255210;550;90641;99718
HGNC:7461,104;255210;550;551
HGNC:7462,104;255210;550;99718
HGNC:7470,551;90641
HGNC:7479,254864;2596
HGNC:7481,550;551;620371
HGNC:7487,550;551;90641
HGNC:7488,620371
HGNC:7489,1349;255210;551
HGNC:7490,255210;324525;480;550;551;663
HGNC:7493,663
HGNC:7494,551
HGNC:7497,2202;550;551;663;90641
HGNC:7498,231183;550;551
HGNC:7499,254857
HGNC:7500,255210
HGNC:7501,255210;550
HGNC:29666,319524
HGNC:7432,658813
HGNC:7436,395;563609;563612
HGNC:7437,597874
HGNC:7448,456328;596;604680
HGNC:7450,99955
HGNC:19261,314637
HGNC:3942,269001;269008;457485;99802
HGNC:25532,254343
HGNC:7468,2170
HGNC:26784,254930;320375
HGNC:7473,2169
HGNC:25094,528084
HGNC:7506,647667
HGNC:7508,88949
HGNC:7525,716825;994
HGNC:7530,29;343;735;79152
HGNC:7551,154;54260
HGNC:7559,357027;357034;391641;635;730286
HGNC:7569,2241;229;91387;98829
HGNC:7572,363677;79091
HGNC:7577,154;1880;324604;54260;59135;636965;636970
HGNC:7579,182050;477742;90635
HGNC:7583,2020
HGNC:7590,2241;91387
HGNC:33778,1358
HGNC:7594,90636
HGNC:18150,447974
HGNC:7601,90636
HGNC:7602,33445;79476;79478
HGNC:7605,228012;90635;90636
HGNC:7606,231169;231178;90635;90636
HGNC:7610,98976;98977
HGNC:1181,647811
HGNC:29401,508542
HGNC:7623,647799;699850
HGNC:18704,276432;568
HGNC:30782,528084
HGNC:15908,88616
HGNC:20967,500545
HGNC:7631,79279;79280;79281
HGNC:7632,447964;79270
HGNC:17996,927
HGNC:19082,1146;1147;2053;562528;700336
HGNC:19237,168454
HGNC:7643,730327
HGNC:26274,444458;79134;90636
HGNC:25576,555402
HGNC:18453,555407
HGNC:7648,178469
HGNC:31928,721
HGNC:17597,88616
HGNC:7666,528084
HGNC:17619,2177;443162;89844
HGNC:7678,190;649;891;90050;91495
HGNC:7680,88616
HGNC:7683,2609
HGNC:7685,85136
HGNC:18828,2609
HGNC:28086,2609
HGNC:29918,2609
HGNC:21034,2609
HGNC:15899,2609
HGNC:28625,3337
HGNC:20372,2556;2609
HGNC:7698,2609
HGNC:7707,2609
HGNC:7708,104;2609
HGNC:7711,2609
HGNC:7713,2609
HGNC:7714,2609
HGNC:7715,2609
HGNC:7716,2609
HGNC:7717,139447;2609
HGNC:7720,171430;171433;171436;171439;33108;399103;708123
HGNC:9706,141291;199302;199306;3253
HGNC:7728,98892
HGNC:7737,803
HGNC:7739,101085;228374;99939
HGNC:7744,2751;803;93269
HGNC:18592,244
HGNC:13387,294415;730;93591
HGNC:10663,88616
HGNC:7758,812;93399;93400
HGNC:7763,1934
HGNC:29433,1942;85277
HGNC:29557,154
HGNC:7765,139474;29072;293199;363700;634461;638;715721;86834;97685;99756;99757
HGNC:7773,2495;634475;637;93921
HGNC:7784,401986
HGNC:7785,714407;714413
HGNC:7788,420179;447980;561
HGNC:7794,696874
HGNC:7795,293978
HGNC:7797,150;251576;251579;98813
HGNC:16287,401869
HGNC:7808,64752
HGNC:17646,404454
HGNC:25737,169079
HGNC:21576,501
HGNC:24731,621758
HGNC:7820,627;98991;98994
HGNC:28862,199;329802
HGNC:29873,700325
HGNC:11825,1429;146;209905;95713
HGNC:2488,101351;1479;1627;2248;3303;334;402075;871;95712;95713;99103
HGNC:17877,1872;65
HGNC:7863,361
HGNC:5331,90340
HGNC:7865,101063;220386;280195;280200;93924;93925;93926
HGNC:7866,140908;140917;1412;3237;3250
HGNC:7871,319308;466791
HGNC:7881,402075;974
HGNC:7882,261629;955
HGNC:7887,528084
HGNC:7897,216972;216975;216978;216981;216986
HGNC:14537,216972;216975;216978;216981;216986
HGNC:7905,110;220497;3156;93592
HGNC:7907,294415;3032;3156;93589;93591
HGNC:19104,3156;93592
HGNC:7908,656;839
HGNC:24969,98820
HGNC:14124,98820
HGNC:7974,53540;791
HGNC:7975,401777
HGNC:7976,99067;99068
HGNC:7979,171871
HGNC:7981,1617;660012;98808
HGNC:7983,2138;242;243;251510;393;399805
HGNC:7988,154
HGNC:7989,146;2612;268114;389;626;648;86834
HGNC:7994,528084
HGNC:8002,791
HGNC:8008,600663
HGNC:14234,1627;228415;3447;821
HGNC:12766,280;659642
HGNC:13398,139;251383
HGNC:8022,320396
HGNC:8028,454840
HGNC:14288,528084
HGNC:8031,146;642;64752;715694;99361
HGNC:8032,251615;442835;697160;715694;99704
HGNC:20278,2609
HGNC:8049,694937
HGNC:17859,729761
HGNC:8064,402014;99861
HGNC:28958,656
HGNC:21042,442835
HGNC:8091,414
HGNC:8101,177901;177904;79432;98754;98794
HGNC:8104,1229
HGNC:8108,534;93623
HGNC:26560,244
HGNC:25583,244
HGNC:28303,244
HGNC:25280,244
HGNC:8109,544488
HGNC:2567,244;2750;2754;475;791
HGNC:8124,31
HGNC:8140,1215;1239;98673
HGNC:8142,67036;67047
HGNC:8148,137831
HGNC:9936,16;1872;90001
HGNC:4206,16;1872;90001
HGNC:17142,803
HGNC:25896,2593;317428;3204
HGNC:17151,2554
HGNC:18028,2065
HGNC:21652,667
HGNC:8512,664
HGNC:16378,90636
HGNC:8515,90636
HGNC:8516,90636
HGNC:26901,90636
HGNC:25402,528084
HGNC:24281,505237
HGNC:25118,500062
HGNC:8522,178364;3157;35612;364055;65;95494;98938;990;99001
HGNC:8527,832
HGNC:18124,36355
HGNC:28858,436141
HGNC:30032,329224
HGNC:23794,442835
HGNC:8574,217385;531;95232;99796
HGNC:8582,2209;293284;708895
HGNC:8590,717884
HGNC:8591,1571
HGNC:8592,528084
HGNC:26144,1333;145;178;84
HGNC:18669,528084
HGNC:29679,401979
HGNC:16369,2828;90020
HGNC:8609,1775;2032;3322
HGNC:30563,442835
HGNC:8615,720357
HGNC:8616,1475;656;97362
HGNC:8617,1529;894;896;99756
HGNC:8619,641372
HGNC:8620,1065;2253;2334;250923;35737;708;893;98942;98943;98944;98945;98946;98947
HGNC:8622,146;95712;95713;95720
HGNC:8623,99798
HGNC:8632,585956;656130;97362
HGNC:8636,353308;353314;353320
HGNC:34383,791
HGNC:8646,1578
HGNC:8653,35
HGNC:8654,35
HGNC:8657,319192
HGNC:14270,33069;714652
HGNC:8717,528084
HGNC:12929,688642
HGNC:8724,2880
HGNC:13406,97249
HGNC:16068,2637;808
HGNC:20001,391665;727932
HGNC:8754,65;85167
HGNC:8756,631073
HGNC:8761,221061
HGNC:8766,2512
HGNC:8772,494526;494541
HGNC:8783,439822;950
HGNC:8785,791
HGNC:8786,714096;791
HGNC:8787,1871;49382
HGNC:8788,2754;475
HGNC:8789,791
HGNC:8803,168940;168947;199306;314950;44890
HGNC:8804,168950;1980;2591;314950;363665;477831;86830
HGNC:8806,79243
HGNC:8808,255138
HGNC:21350,255182
HGNC:8811,352675
HGNC:9279,79246
HGNC:17759,254898
HGNC:6107,2805;552;99885
HGNC:26257,231178;90636
HGNC:8840,742
HGNC:8850,3220;44;772;912
HGNC:8851,247815;44;772;912
HGNC:8853,44;772;912
HGNC:8854,44;772;912
HGNC:8855,44;772;912
HGNC:8856,44;772;912
HGNC:8857,44;642954;772;912
HGNC:9713,44;772;912
HGNC:9717,44;642965;772;912
HGNC:22965,44;772;912
HGNC:8858,44;772;912
HGNC:9719,44;468717;772;912
HGNC:8859,3220;44;772;912;95433
HGNC:8860,309789;773
HGNC:8881,803
HGNC:25712,401820;88616
HGNC:17893,247262
HGNC:23719,247262
HGNC:8896,713
HGNC:8905,319646
HGNC:20898,528084
HGNC:8907,443811
HGNC:20990,697160
HGNC:8918,89936
HGNC:24156,52022
HGNC:18145,127
HGNC:20672,85287
HGNC:8923,583607;79351
HGNC:15673,589905
HGNC:8925,715
HGNC:8927,79240
HGNC:8931,264580
HGNC:9143,2151;635;661;99803
HGNC:8940,773
HGNC:8983,436252;631079;98889
HGNC:23352,475
HGNC:28993,3202;568062
HGNC:8957,293181;300496;397922;447;697160
HGNC:8960,88616
HGNC:25985,280;488635
HGNC:8966,247262;3474
HGNC:18858,83639
HGNC:8967,2059;280633
HGNC:23215,247262
HGNC:3046,1934
HGNC:14135,1934
HGNC:14938,369837
HGNC:26031,247262
HGNC:23213,247262;83639
HGNC:8971,557003
HGNC:8977,221139;33110;693661
HGNC:8979,3163;33110;693681
HGNC:8980,83473
HGNC:14581,2828
HGNC:8996,137783
HGNC:8999,589442
HGNC:9005,334;708;782;91481;91483;98978
HGNC:29502,90636
HGNC:9008,730;88924
HGNC:9009,730
HGNC:9016,53035;731
HGNC:9020,766
HGNC:9039,199351;35069
HGNC:9043,521426
HGNC:17825,686999
HGNC:15917,293181;697160
HGNC:9059,137888
HGNC:17175,656
HGNC:9069,1114;158684;254361;257;79401
HGNC:29105,206580;369867
HGNC:9071,537072;722
HGNC:9076,280356
HGNC:11397,2518;808
HGNC:9080,154;293910
HGNC:9086,280210;280219;280224;280229;280234;599376;99015
HGNC:9457,3006
HGNC:9099,528084
HGNC:9115,79318
HGNC:9118,101081;3115;640;64748;90658;98916
HGNC:18667,1170
HGNC:9119,569290
HGNC:9154,101101;1934;459033
HGNC:7892,760
HGNC:30802,565612;98908
HGNC:16268,1173;1180;139480;2377;3363
HGNC:30260,79096
HGNC:23166,101111;319514;90636
HGNC:24488,314394
HGNC:30836,1872
HGNC:14988,79145
HGNC:22954,480682;79145
HGNC:18801,468678
HGNC:9173,163976;85453
HGNC:9175,363649;440437;447877;718047
HGNC:9177,352712;440437;447877;85173
HGNC:9179,254881;254886;254892;298;402082;70595;726;94125
HGNC:9181,90342
HGNC:17264,1200
HGNC:20194,861;88637
HGNC:20422,861
HGNC:9187,708208
HGNC:30074,137639;3455;447893;447896;77295;88637
HGNC:30348,88637
HGNC:19139,206564;370959;588;791;899
HGNC:25902,899
HGNC:26267,370959;445110;899
HGNC:9202,370959;370968;370980;588;86812;899
HGNC:19743,206559;370959;370968;588;899
HGNC:1152,476084
HGNC:9208,63269;95699
HGNC:17652,2092;98938
HGNC:17284,251627;251630;618;67038
HGNC:9216,656135
HGNC:9217,1435;90641
HGNC:9220,90635
HGNC:9236,146;251576;251579;696242;79083
HGNC:9277,653767
HGNC:9280,79473
HGNC:9282,2701
HGNC:14951,391408
HGNC:9299,726659
HGNC:9302,457284
HGNC:9305,98762
HGNC:9311,726667
HGNC:9312,457279
HGNC:9314,442835;565858
HGNC:9325,699718;699734;699739;699745
HGNC:9330,93945;93946;93947;93950
HGNC:13998,728521
HGNC:14000,154;1606;54260
HGNC:9360,391343;540;88
HGNC:9364,2848
HGNC:20340,178469;402082
HGNC:9381,289
HGNC:9386,439854
HGNC:9388,1359;1501;520;615;647772;950
HGNC:9390,412066;692173
HGNC:9399,664711
HGNC:9411,2924
HGNC:9413,317425
HGNC:9414,91387
HGNC:8607,2828
HGNC:25557,464288
HGNC:9451,745
HGNC:9453,419
HGNC:18455,432;478
HGNC:15836,3157;432;478;95496
HGNC:9454,1872;319640;791;827
HGNC:19958,642945;642976
HGNC:9456,743
HGNC:17348,791
HGNC:15446,791
HGNC:17340,528084;791
HGNC:9942,1872;227796;364055;52427;65;75377;791;827;99000;99001;99003
HGNC:9462,1187;411536;411543;423479;90625;99014
HGNC:29217,659904
HGNC:30500,306;36387;569;98809;98810;98811
HGNC:9475,676
HGNC:9477,88616
HGNC:39433,35612
HGNC:13420,544469
HGNC:13797,64748;99952
HGNC:9498,139406;206436;309252;309256;309263;309271
HGNC:19129,284417;583602
HGNC:9557,528084;529962
HGNC:9577,583612;79350
HGNC:9585,220386;2353;280195;280200;377;77301;93924;93925;93926
HGNC:26392,777
HGNC:9587,2658
HGNC:9588,109;137608;145;201;210548;2969;494547;494550;500464;500478;502363;502366;65285;726807;79076
HGNC:23734,2805;65288
HGNC:14406,528084
HGNC:9666,169157
HGNC:9679,90635;90636
HGNC:24265,456312
HGNC:9689,13
HGNC:17042,508488;508498
HGNC:14957,589515;642747
HGNC:9701,314655;438216
HGNC:15508,2598
HGNC:25461,488627
HGNC:26033,528084
HGNC:14966,289499;699850
HGNC:9721,2078;293633;357064
HGNC:30262,2512;481152
HGNC:9725,369
HGNC:9726,368
HGNC:9751,404437;423306
HGNC:9752,226
HGNC:24713,580940
HGNC:9760,178469
HGNC:14244,2510
HGNC:9758,717830
HGNC:14263,65759
HGNC:9766,79477
HGNC:9768,1872
HGNC:16499,2379;777
HGNC:17063,1387;2510
HGNC:17168,1387;2510;401830
HGNC:9788,99936
HGNC:9801,500159
HGNC:9802,183707;688543;692812
HGNC:9803,528084;659609
HGNC:9811,199;502
HGNC:9820,145;84
HGNC:9823,145
HGNC:9831,157949;231154;331206;39041
HGNC:9832,157949;331206;39041
HGNC:9834,1713;477817;819
HGNC:9839,528084
HGNC:9848,178342;263524;88619
HGNC:16854,86814
HGNC:9865,689829
HGNC:9870,438114
HGNC:21406,166073
HGNC:9878,664699
HGNC:9879,420566
HGNC:9884,1587;357027;357034;668;70573
HGNC:9891,313795;808
HGNC:15864,329173;397937
HGNC:9896,2886
HGNC:27424,154
HGNC:9905,3320
HGNC:9910,3078;85286
HGNC:9922,352718;98938
HGNC:20759,675775;675782
HGNC:18243,99002
HGNC:19689,65
HGNC:17964,436245
HGNC:19977,65;791
HGNC:9940,227796;52427
HGNC:9944,90636
HGNC:9949,1225;221016;3021
HGNC:30078,791
HGNC:9955,530792;596759
HGNC:9956,688594
HGNC:9958,217330;97369
HGNC:9965,1606;494344
HGNC:9967,146;1848;247698;247709;276621;29072;388;93100;99361;99803
HGNC:25964,970
HGNC:9969,504476
HGNC:9972,715623
HGNC:30220,244310
HGNC:9986,572
HGNC:21478,293864
HGNC:9987,572
HGNC:9988,572
HGNC:20788,2198
HGNC:10012,52427;714096;791
HGNC:18756,1934;2131
HGNC:18750,217335
HGNC:10019,529977
HGNC:13872,90636
HGNC:10023,648
HGNC:10024,227796;52427;791;85128
HGNC:13429,528084
HGNC:21176,324535;642945;642976
HGNC:10031,175;39041;93347
HGNC:18518,51
HGNC:25671,51;689234
HGNC:24116,51
HGNC:21686,85136
HGNC:12974,33364
HGNC:10057,544503
HGNC:26661,420741
HGNC:10061,528084
HGNC:18505,157798
HGNC:18666,231662
HGNC:10193,686488;791
HGNC:34016,1824;2636;353298
HGNC:34033,51
HGNC:10249,95496
HGNC:13433,2744
HGNC:29478,1946
HGNC:10257,1507;572385
HGNC:10258,528084
HGNC:10263,791
HGNC:15946,247834;791
HGNC:10274,791
HGNC:10294,364055;65;791
HGNC:10295,1872;244;247522;49382;791
HGNC:29168,1454;220497;564
HGNC:17056,716903
HGNC:10297,440706
HGNC:10298,435938;459070
HGNC:10360,124
HGNC:10383,124
HGNC:10402,124
HGNC:10411,124
HGNC:10432,192;276630;777
HGNC:17271,648
HGNC:10449,567
HGNC:17296,254892;255235;298;329336;480
HGNC:10457,792
HGNC:12371,244
HGNC:21054,244
HGNC:21558,244
HGNC:21057,244
HGNC:29420,457395
HGNC:24152,88616
HGNC:15888,1775;2032;3322
HGNC:18647,98676
HGNC:18654,468631
HGNC:10471,102724;521;71290;98850
HGNC:1535,102724
HGNC:13530,899
HGNC:10480,730355
HGNC:10483,169186;169189;178145;324581;33108;423;424107;466650;597;700188;98905;99741
HGNC:3169,90636
HGNC:10521,75382;791
HGNC:10524,857
HGNC:31750,86814
HGNC:1348,306658;494433
HGNC:1349,2585;619367;631106
HGNC:15925,481662;51
HGNC:10537,2512;88616
HGNC:17697,363694
HGNC:15975,653751
HGNC:25403,2512
HGNC:10541,684232
HGNC:21637,251019;251028;576283
HGNC:19440,622934;811;88
HGNC:10542,363981
HGNC:2135,99956
HGNC:10547,46059
HGNC:19304,528084
HGNC:13081,110;791
HGNC:1665,163696;308;77259
HGNC:10583,306577;391392;391397;46348;88642;90026
HGNC:10585,1942;2382;293181;33069;36387;442835;569
HGNC:10588,140927;178469;1934;2131;293181;306;33069;36387;697160
HGNC:10590,442835;98820
HGNC:10591,681;682;684;716881;99734;99735;99736
HGNC:10596,178469;306;442835;86909
HGNC:10599,130;171876;526;60033
HGNC:10602,171876;526;60033
HGNC:10603,1561
HGNC:10604,1561;521411;98619
HGNC:10606,163684
HGNC:14372,466794
HGNC:19286,1143
HGNC:10671,110;3156
HGNC:10680,139411;154;29072;3208;44890;97286
HGNC:33867,3208
HGNC:26034,29072
HGNC:10681,139411;276621;29072;3208;44890;97286
HGNC:10682,139411;29072;44890;97286
HGNC:10683,100093;276621;29072;3208;97286
HGNC:10702,98873
HGNC:21082,2924
HGNC:30972,171706
HGNC:29361,506353
HGNC:15999,2020;324604;84132;97244
HGNC:10739,178469
HGNC:30605,247198;2524
HGNC:21061,352328
HGNC:775,82
HGNC:8583,465;673556
HGNC:9075,79
HGNC:1228,100050;100051
HGNC:8943,530303
HGNC:10760,178469;99861
HGNC:15573,436151;798
HGNC:29010,528084
HGNC:29187,178469;717812
HGNC:18420,597738;597743
HGNC:25566,1620;528084
